,Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
1748,CLE,21,01/02/2021,Home,MIN,W,100,98,35,84,0.417,7,22,0.318,23,31,0.742,15,52,26,4,12,13,12,40,102,0.392,11,38,0.289,7,11,0.636,15,45,20,4,,,
1749,CLE,22,03/02/2021,Home,LAC,L,99,121,41,92,0.446,4,10,0.4,13,17,0.765,11,37,21,8,6,8,14,44,79,0.557,20,34,0.588,13,17,0.765,8,46,22,4,,,
1750,CLE,23,05/02/2021,Home,MIL,L,105,123,41,92,0.446,11,32,0.344,12,16,0.75,6,36,23,7,9,11,19,50,97,0.515,7,22,0.318,16,22,0.727,13,54,28,6,,,
1751,CLE,24,06/02/2021,Home,MIL,L,99,124,39,86,0.453,6,28,0.214,15,21,0.714,8,40,21,4,1,13,19,47,86,0.547,16,34,0.471,14,23,0.609,6,43,25,10,,,
1752,CLE,25,08/02/2021,Away,PHO,L,113,119,44,86,0.512,8,24,0.333,17,25,0.68,9,39,23,5,5,10,20,47,90,0.522,11,24,0.458,14,19,0.737,14,41,29,7,,,
1753,CLE,26,10/02/2021,Away,DEN,L,95,133,36,94,0.383,8,37,0.216,15,20,0.75,18,49,25,7,7,17,18,51,85,0.6,16,36,0.444,15,21,0.714,4,39,31,12,,,
1754,CLE,27,12/02/2021,Away,POR,L,110,129,38,87,0.437,8,23,0.348,26,37,0.703,10,41,20,6,3,11,21,43,83,0.518,13,35,0.371,30,33,0.909,9,45,16,3,,,
1755,CLE,28,14/02/2021,Away,LAC,L,111,128,43,93,0.462,7,25,0.28,18,25,0.72,11,40,25,4,4,15,27,42,88,0.477,13,30,0.433,31,36,0.861,12,47,31,8,,,
1756,CLE,29,15/02/2021,Away,GSW,L,98,129,37,95,0.389,8,30,0.267,16,20,0.8,15,49,19,10,3,17,24,46,88,0.523,17,37,0.459,20,21,0.952,5,39,34,9,,,
1757,CLE,30,19/02/2021,Home,DEN,L,103,120,39,83,0.47,12,31,0.387,13,21,0.619,13,34,30,8,4,18,15,46,80,0.575,15,31,0.484,13,17,0.765,6,37,24,9,,,
1758,CLE,31,21/02/2021,Home,OKC,L,101,117,39,84,0.464,8,35,0.229,15,20,0.75,14,42,22,9,4,15,17,43,79,0.544,13,28,0.464,18,24,0.75,5,37,22,9,,,
1759,CLE,32,23/02/2021,Home,ATL,W,112,111,41,78,0.526,15,28,0.536,15,19,0.789,7,36,28,7,10,15,19,40,89,0.449,14,31,0.452,17,23,0.739,13,41,22,10,,,
1760,CLE,33,24/02/2021,Home,HOU,W,112,96,43,85,0.506,16,36,0.444,10,15,0.667,11,55,24,4,10,16,20,36,90,0.4,10,33,0.303,14,17,0.824,9,33,18,8,,,
1761,CLE,34,27/02/2021,Away,PHI,W,112,109,41,97,0.423,8,24,0.333,22,29,0.759,13,52,24,12,3,16,26,38,83,0.458,10,28,0.357,23,35,0.657,8,46,25,9,,,
1762,CLE,35,01/03/2021,Away,HOU,W,101,90,36,73,0.493,10,30,0.333,19,24,0.792,6,48,23,7,6,19,18,31,76,0.408,10,31,0.323,18,24,0.75,4,30,13,13,,,
1763,CLE,36,03/03/2021,Home,IND,L,111,114,43,83,0.518,11,28,0.393,14,15,0.933,11,43,29,8,1,25,18,47,83,0.566,8,25,0.32,12,16,0.75,4,27,27,18,,,
1764,CLE,37,12/03/2021,Away,NOP,L,82,116,30,88,0.341,7,32,0.219,15,20,0.75,5,33,13,8,9,6,18,47,101,0.465,6,24,0.25,16,19,0.842,19,70,25,2,,,
1765,CLE,38,14/03/2021,Away,ATL,L,82,100,31,81,0.383,8,30,0.267,12,23,0.522,14,34,19,4,5,13,18,32,71,0.451,12,29,0.414,24,26,0.923,12,49,21,4,,,
1766,CLE,39,16/03/2021,Away,MIA,L,98,113,39,86,0.453,10,35,0.286,10,14,0.714,15,42,23,7,6,14,19,42,85,0.494,10,27,0.37,19,21,0.905,16,48,30,11,,,
1767,CLE,40,17/03/2021,Home,BOS,W,117,110,40,74,0.541,10,23,0.435,27,33,0.818,7,40,23,6,3,15,17,40,88,0.455,10,38,0.263,20,29,0.69,15,40,19,10,,,
1768,CLE,41,19/03/2021,Home,SAS,L,110,116,39,89,0.438,7,27,0.259,25,32,0.781,15,47,19,8,4,10,21,41,88,0.466,7,18,0.389,27,33,0.818,17,51,19,5,,,
1769,CLE,42,21/03/2021,Home,TOR,W,116,105,39,77,0.506,17,33,0.515,21,28,0.75,7,54,29,8,4,26,19,37,95,0.389,15,46,0.326,16,19,0.842,9,37,19,13,,,
1770,CLE,43,22/03/2021,Home,SAC,L,105,119,41,96,0.427,4,17,0.235,19,23,0.826,10,39,22,13,4,8,11,49,90,0.544,13,30,0.433,8,12,0.667,10,49,26,6,,,
1771,CLE,44,24/03/2021,Away,CHI,W,103,94,42,92,0.457,11,29,0.379,8,10,0.8,12,46,28,8,7,10,16,37,83,0.446,8,28,0.286,12,14,0.857,10,45,21,6,,,
1772,CLE,45,26/03/2021,Away,LAL,L,86,100,31,80,0.388,5,26,0.192,19,28,0.679,10,37,24,11,4,21,19,38,78,0.487,6,26,0.231,18,25,0.72,9,45,23,15,,,
1773,CLE,46,27/03/2021,Away,SAC,L,98,100,37,84,0.44,9,26,0.346,15,23,0.652,7,36,20,11,2,7,13,41,80,0.513,7,30,0.233,11,14,0.786,7,44,16,4,,,
1774,CLE,47,29/03/2021,Away,UTA,L,75,114,29,83,0.349,7,34,0.206,10,16,0.625,6,40,17,5,5,10,18,38,82,0.463,19,41,0.463,19,23,0.826,9,55,29,6,,,
1775,CLE,48,01/04/2021,Home,PHI,L,94,114,34,80,0.425,10,35,0.286,16,21,0.762,4,40,26,5,3,18,24,40,93,0.43,15,37,0.405,19,25,0.76,12,55,27,11,,,
1776,CLE,49,03/04/2021,Away,MIA,L,101,115,35,74,0.473,10,31,0.323,21,25,0.84,5,35,25,7,4,15,15,44,82,0.537,15,38,0.395,12,16,0.75,4,37,35,6,,,
1777,CLE,50,05/04/2021,Away,SAS,W,125,101,45,86,0.523,12,34,0.353,23,27,0.852,7,47,29,5,4,6,24,35,83,0.422,5,26,0.192,26,32,0.813,8,38,22,4,,,
1778,CLE,51,08/04/2021,Away,OKC,W,129,102,48,94,0.511,13,37,0.351,20,24,0.833,9,44,35,8,3,7,12,40,89,0.449,13,32,0.406,9,13,0.692,11,44,28,5,,,
1779,CLE,52,10/04/2021,Home,TOR,L,115,135,39,86,0.453,15,35,0.429,22,26,0.846,7,32,27,11,5,17,13,53,86,0.616,17,32,0.531,12,14,0.857,5,39,29,12,,,
1780,CLE,53,11/04/2021,Home,NOP,L,109,116,41,85,0.482,13,40,0.325,14,17,0.824,9,36,29,7,5,17,23,44,86,0.512,7,24,0.292,21,26,0.808,14,50,30,9,,,
1781,CLE,54,14/04/2021,Away,CHO,W,103,90,37,76,0.487,13,31,0.419,16,19,0.842,9,47,27,9,7,15,11,34,84,0.405,16,44,0.364,6,12,0.5,10,38,23,8,,,
1782,CLE,55,15/04/2021,Home,GSW,L,101,119,35,81,0.432,10,31,0.323,21,27,0.778,8,39,21,11,2,13,20,47,92,0.511,17,46,0.37,8,10,0.8,9,47,33,9,,,
1783,CLE,56,17/04/2021,Away,CHI,L,96,106,39,88,0.443,12,30,0.4,6,7,0.857,11,44,27,6,1,10,10,41,82,0.5,16,40,0.4,8,9,0.889,4,38,30,6,,,
1784,CLE,57,19/04/2021,Away,DET,L,105,109,42,86,0.488,5,26,0.192,16,20,0.8,9,39,24,9,8,17,21,42,86,0.488,10,27,0.37,15,21,0.714,10,44,25,8,,,
1785,CLE,58,21/04/2021,Home,CHI,W,121,105,45,88,0.511,16,36,0.444,15,19,0.789,9,41,27,8,1,10,19,39,79,0.494,13,37,0.351,14,18,0.778,7,41,27,6,,,
1786,CLE,59,23/04/2021,Away,CHO,L,102,108,41,80,0.513,10,30,0.333,10,14,0.714,11,47,27,4,1,16,20,40,94,0.426,14,40,0.35,14,18,0.778,15,38,26,7,,,
1787,CLE,60,25/04/2021,Away,WAS,L,110,119,40,78,0.513,10,27,0.37,20,25,0.8,10,37,28,5,4,19,25,43,89,0.483,12,31,0.387,21,26,0.808,10,36,25,11,,,
1788,CLE,61,26/04/2021,Away,TOR,L,96,112,36,83,0.434,10,38,0.263,14,16,0.875,9,37,25,6,3,13,16,43,79,0.544,8,29,0.276,18,20,0.9,5,40,32,7,,,
1789,CLE,62,28/04/2021,Home,ORL,L,104,109,37,92,0.402,12,44,0.273,18,24,0.75,13,45,30,12,3,11,15,43,85,0.506,10,29,0.345,13,20,0.65,9,49,26,9,,,
1790,CLE,63,30/04/2021,Home,WAS,L,93,122,34,82,0.415,7,33,0.212,18,28,0.643,14,46,19,6,4,24,17,46,92,0.5,8,18,0.444,22,26,0.846,11,46,31,14,,,
1791,CLE,64,01/05/2021,Home,MIA,L,107,124,37,74,0.5,20,40,0.5,13,17,0.765,9,39,30,3,4,18,17,47,87,0.54,18,36,0.5,12,15,0.8,10,37,30,12,,,
1792,CLE,65,04/05/2021,Home,PHO,L,118,134,41,90,0.456,13,29,0.448,23,27,0.852,9,42,29,3,3,17,13,55,105,0.524,12,31,0.387,12,13,0.923,12,48,35,10,,,
1793,CLE,66,05/05/2021,Home,POR,L,105,141,37,92,0.402,13,38,0.342,18,26,0.692,12,42,23,9,3,8,18,53,92,0.576,16,33,0.485,19,25,0.76,11,54,26,7,,,
1794,CLE,67,07/05/2021,Away,DAL,L,90,110,32,83,0.386,6,29,0.207,20,26,0.769,11,43,17,6,0,14,18,41,83,0.494,10,32,0.313,18,22,0.818,9,45,21,7,,,
1795,CLE,68,09/05/2021,Home,DAL,L,97,124,33,86,0.384,11,31,0.355,20,31,0.645,10,38,18,5,2,14,12,50,93,0.538,15,39,0.385,9,11,0.818,8,42,33,9,,,
1796,CLE,69,10/05/2021,Home,IND,L,102,111,33,93,0.355,13,39,0.333,23,30,0.767,15,50,21,8,2,10,13,44,88,0.5,11,27,0.407,12,16,0.75,10,47,32,7,,,
1797,CLE,70,12/05/2021,Home,BOS,W,102,94,36,80,0.45,8,24,0.333,22,27,0.815,7,55,27,4,6,15,13,36,101,0.356,12,41,0.293,10,14,0.714,13,46,14,9,,,
1798,CLE,71,14/05/2021,Away,WAS,L,105,120,39,84,0.464,10,36,0.278,17,21,0.81,7,44,24,4,3,17,21,41,89,0.461,7,25,0.28,31,37,0.838,12,47,23,9,,,
1799,CLE,72,16/05/2021,Away,BRK,L,109,123,38,85,0.447,12,39,0.308,21,31,0.677,11,45,16,8,5,14,14,47,83,0.566,16,30,0.533,13,17,0.765,4,37,35,9,,,
1800,CLE,1,23/10/2019,Away,ORL,L,85,94,33,88,0.375,9,34,0.265,10,15,0.667,10,54,20,8,2,16,15,37,86,0.43,9,30,0.3,11,19,0.579,7,46,24,12,,,
1801,CLE,2,26/10/2019,Home,IND,W,110,99,40,80,0.5,11,31,0.355,19,29,0.655,12,44,23,9,7,18,20,39,87,0.448,10,28,0.357,11,13,0.846,6,36,23,7,,,
1802,CLE,3,28/10/2019,Away,MIL,L,112,129,45,100,0.45,12,39,0.308,10,12,0.833,10,48,19,2,3,11,22,48,92,0.522,17,38,0.447,16,24,0.667,8,50,29,9,,,
1803,CLE,4,30/10/2019,Home,CHI,W,117,111,41,78,0.526,10,24,0.417,25,31,0.806,10,47,25,3,7,17,21,39,90,0.433,14,39,0.359,19,23,0.826,9,32,25,6,,,
1804,CLE,5,01/11/2019,Away,IND,L,95,102,32,87,0.368,11,32,0.344,20,25,0.8,3,45,20,9,1,16,21,39,96,0.406,5,27,0.185,19,21,0.905,13,58,20,8,,,
1805,CLE,6,03/11/2019,Home,DAL,L,111,131,39,96,0.406,18,48,0.375,15,22,0.682,12,41,24,9,4,9,14,50,94,0.532,20,41,0.488,11,13,0.846,11,51,34,5,,,
1806,CLE,7,05/11/2019,Home,BOS,L,113,119,40,95,0.421,13,33,0.394,20,22,0.909,11,43,22,3,6,9,18,48,85,0.565,12,30,0.4,11,15,0.733,4,45,24,5,,,
1807,CLE,8,08/11/2019,Away,WAS,W,113,100,41,90,0.456,6,27,0.222,25,29,0.862,17,48,18,10,5,12,17,45,96,0.469,7,31,0.226,3,6,0.5,17,47,26,5,,,
1808,CLE,9,10/11/2019,Away,NYK,W,108,87,36,82,0.439,8,28,0.286,28,31,0.903,9,45,20,11,2,14,19,31,86,0.36,9,31,0.29,16,25,0.64,17,52,19,11,,,
1809,CLE,10,12/11/2019,Away,PHI,L,97,98,38,86,0.442,5,21,0.238,16,20,0.8,9,45,13,10,0,13,13,40,89,0.449,8,38,0.211,10,13,0.769,11,46,24,8,,,
1810,CLE,11,14/11/2019,Home,MIA,L,97,108,36,85,0.424,8,32,0.25,17,21,0.81,11,41,18,14,2,18,16,43,79,0.544,12,30,0.4,10,11,0.909,4,41,31,10,,,
1811,CLE,12,17/11/2019,Home,PHI,L,95,114,34,90,0.378,6,25,0.24,21,24,0.875,11,42,14,9,5,14,21,46,84,0.548,9,23,0.391,13,17,0.765,4,44,33,6,,,
1812,CLE,13,18/11/2019,Away,NYK,L,105,123,36,76,0.474,17,36,0.472,16,30,0.533,10,41,18,2,1,19,26,44,98,0.449,8,23,0.348,27,35,0.771,19,47,17,8,,,
1813,CLE,14,20/11/2019,Away,MIA,L,100,124,37,87,0.425,12,38,0.316,14,16,0.875,10,34,19,13,2,19,23,41,78,0.526,19,37,0.514,23,31,0.742,12,44,25,8,,,
1814,CLE,15,22/11/2019,Away,DAL,L,101,143,37,86,0.43,12,29,0.414,15,17,0.882,8,34,23,3,3,10,15,58,100,0.58,20,37,0.541,7,9,0.778,10,49,31,8,,,
1815,CLE,16,23/11/2019,Home,POR,W,110,104,37,87,0.425,10,31,0.323,26,32,0.813,9,52,19,9,2,13,14,39,87,0.448,14,40,0.35,12,16,0.75,6,38,21,6,,,
1816,CLE,17,25/11/2019,Home,BRK,L,106,108,40,94,0.426,13,32,0.406,13,20,0.65,12,45,24,5,4,10,14,44,94,0.468,11,34,0.324,9,11,0.818,12,48,29,8,,,
1817,CLE,18,27/11/2019,Home,ORL,L,104,116,37,81,0.457,11,34,0.324,19,22,0.864,12,49,20,5,0,25,15,45,93,0.484,12,33,0.364,14,17,0.824,6,34,23,13,,,
1818,CLE,19,29/11/2019,Home,MIL,L,110,119,44,88,0.5,17,34,0.5,5,10,0.5,8,41,32,7,1,14,22,45,88,0.511,12,34,0.353,17,23,0.739,11,47,28,7,,,
1819,CLE,20,03/12/2019,Home,DET,L,94,127,38,90,0.422,8,27,0.296,10,14,0.714,12,40,16,6,6,13,11,51,94,0.543,18,35,0.514,7,11,0.636,10,46,33,11,,,
1820,CLE,21,06/12/2019,Home,ORL,L,87,93,35,83,0.422,10,34,0.294,7,10,0.7,10,45,22,9,7,16,19,32,82,0.39,9,26,0.346,20,23,0.87,10,43,19,10,,,
1821,CLE,22,07/12/2019,Away,PHI,L,94,141,36,96,0.375,9,35,0.257,13,17,0.765,11,35,20,4,0,17,17,57,90,0.633,11,26,0.423,16,23,0.696,10,51,43,13,,,
1822,CLE,23,09/12/2019,Away,BOS,L,88,110,36,91,0.396,7,31,0.226,9,19,0.474,18,45,18,8,2,18,11,45,78,0.577,15,27,0.556,5,8,0.625,5,39,22,8,,,
1823,CLE,24,11/12/2019,Home,HOU,L,110,116,46,89,0.517,13,32,0.406,5,8,0.625,9,36,29,8,4,15,15,43,87,0.494,17,42,0.405,13,13,1,11,36,18,10,,,
1824,CLE,25,12/12/2019,Away,SAS,W,117,109,44,96,0.458,15,45,0.333,14,20,0.7,11,50,22,6,3,18,22,42,86,0.488,5,16,0.313,20,25,0.8,2,36,19,11,,,
1825,CLE,26,14/12/2019,Away,MIL,L,108,125,41,90,0.456,15,35,0.429,11,15,0.733,12,45,27,10,3,18,19,46,85,0.541,14,37,0.378,19,26,0.731,8,41,26,12,,,
1826,CLE,27,16/12/2019,Away,TOR,L,113,133,44,90,0.489,12,35,0.343,13,17,0.765,9,39,30,6,1,10,15,52,89,0.584,16,32,0.5,13,17,0.765,6,41,31,7,,,
1827,CLE,28,18/12/2019,Home,CHO,W,100,98,40,74,0.541,7,26,0.269,13,17,0.765,10,48,25,7,3,23,21,37,91,0.407,13,37,0.351,11,18,0.611,15,35,25,12,,,
1828,CLE,29,20/12/2019,Home,MEM,W,114,107,40,92,0.435,17,37,0.459,17,23,0.739,16,60,26,4,10,14,12,44,102,0.431,14,41,0.341,5,7,0.714,10,46,31,9,,,
1829,CLE,30,23/12/2019,Home,ATL,W,121,118,50,96,0.521,11,29,0.379,10,12,0.833,7,43,19,8,6,23,16,45,95,0.474,15,42,0.357,13,17,0.765,5,37,23,11,,,
1830,CLE,31,27/12/2019,Away,BOS,L,117,129,44,85,0.518,9,23,0.391,20,29,0.69,6,38,22,7,3,11,17,49,95,0.516,14,40,0.35,17,19,0.895,12,43,28,4,,,
1831,CLE,32,28/12/2019,Away,MIN,W,94,88,32,77,0.416,4,20,0.2,26,36,0.722,14,60,13,9,4,28,21,33,93,0.355,8,37,0.216,14,19,0.737,14,40,17,17,,,
1832,CLE,33,31/12/2019,Away,TOR,L,97,117,37,87,0.425,10,38,0.263,13,16,0.813,8,41,21,5,4,14,19,40,84,0.476,17,39,0.436,20,25,0.8,10,45,29,5,,,
1833,CLE,34,02/01/2020,Home,CHO,L,106,109,41,81,0.506,13,35,0.371,11,14,0.786,7,42,26,6,3,14,22,37,83,0.446,15,38,0.395,20,24,0.833,10,39,25,5,,,
1834,CLE,35,04/01/2020,Home,OKC,L,106,121,39,85,0.459,14,30,0.467,14,17,0.824,9,42,19,4,0,13,26,43,96,0.448,14,37,0.378,21,26,0.808,18,52,24,6,,,
1835,CLE,36,05/01/2020,Home,MIN,L,103,118,40,84,0.476,8,25,0.32,15,19,0.789,12,44,15,6,2,20,13,47,95,0.495,14,38,0.368,10,13,0.769,14,43,32,16,,,
1836,CLE,37,07/01/2020,Home,DET,L,113,115,42,85,0.494,14,31,0.452,15,16,0.938,11,46,29,7,4,16,19,42,91,0.462,13,33,0.394,18,21,0.857,10,40,26,8,,,
1837,CLE,38,09/01/2020,Away,DET,W,115,112,48,91,0.527,5,20,0.25,14,20,0.7,10,39,24,9,5,14,18,48,98,0.49,6,20,0.3,10,16,0.625,19,46,20,8,,,
1838,CLE,39,11/01/2020,Away,DEN,W,111,103,44,89,0.494,12,37,0.324,11,13,0.846,12,55,22,5,1,14,19,41,95,0.432,8,39,0.205,13,18,0.722,11,42,23,9,,,
1839,CLE,40,13/01/2020,Away,LAL,L,99,128,38,85,0.447,7,25,0.28,16,24,0.667,10,40,21,4,1,19,22,48,88,0.545,11,30,0.367,21,28,0.75,11,45,33,8,,,
1840,CLE,41,14/01/2020,Away,LAC,L,103,128,38,91,0.418,14,37,0.378,13,15,0.867,8,40,25,5,6,13,21,49,94,0.521,15,38,0.395,15,21,0.714,14,53,29,7,,,
1841,CLE,42,17/01/2020,Away,MEM,L,109,113,41,92,0.446,9,36,0.25,18,26,0.692,16,50,18,6,2,15,19,45,89,0.506,9,28,0.321,14,20,0.7,7,44,32,11,,,
1842,CLE,43,18/01/2020,Away,CHI,L,116,118,40,73,0.548,15,29,0.517,21,23,0.913,7,36,27,5,5,27,18,48,87,0.552,9,25,0.36,13,17,0.765,4,26,25,18,,,
1843,CLE,44,20/01/2020,Home,NYK,L,86,106,32,94,0.34,11,33,0.333,11,17,0.647,16,53,15,5,4,10,14,41,85,0.482,9,23,0.391,15,17,0.882,7,49,17,6,,,
1844,CLE,45,23/01/2020,Home,WAS,L,112,124,44,96,0.458,11,33,0.333,13,17,0.765,10,36,24,7,1,8,21,47,85,0.553,16,36,0.444,14,18,0.778,7,41,28,3,,,
1845,CLE,46,25/01/2020,Home,CHI,L,106,118,42,84,0.5,13,30,0.433,9,11,0.818,11,43,30,5,1,21,20,44,85,0.518,12,33,0.364,18,24,0.75,7,36,24,15,,,
1846,CLE,47,27/01/2020,Away,DET,W,115,100,48,96,0.5,9,24,0.375,10,13,0.769,11,45,25,9,6,13,21,38,84,0.452,12,35,0.343,12,17,0.706,9,37,18,8,,,
1847,CLE,48,28/01/2020,Home,NOP,L,111,125,42,97,0.433,11,34,0.324,16,18,0.889,14,46,25,7,2,11,20,47,88,0.534,13,34,0.382,18,24,0.75,7,41,29,9,,,
1848,CLE,49,30/01/2020,Home,TOR,L,109,115,42,90,0.467,13,36,0.361,12,14,0.857,15,52,23,7,3,21,21,41,84,0.488,12,32,0.375,21,28,0.75,9,37,23,13,,,
1849,CLE,50,01/02/2020,Home,GSW,L,112,131,41,95,0.432,16,44,0.364,14,14,1,13,46,26,8,3,15,15,48,90,0.533,18,35,0.514,17,19,0.895,10,44,39,11,,,
1850,CLE,51,03/02/2020,Home,NYK,L,134,139,52,92,0.565,18,35,0.514,12,18,0.667,5,34,34,6,3,14,18,57,102,0.559,10,26,0.385,15,21,0.714,12,46,33,11,,,
1851,CLE,52,05/02/2020,Away,OKC,L,103,109,41,89,0.461,15,38,0.395,6,11,0.545,9,45,31,4,2,19,24,38,81,0.469,9,26,0.346,24,30,0.8,5,40,21,9,,,
1852,CLE,53,09/02/2020,Home,LAC,L,92,133,35,95,0.368,7,33,0.212,15,22,0.682,16,45,22,9,1,16,17,53,93,0.57,12,36,0.333,15,20,0.75,10,52,28,11,,,
1853,CLE,54,12/02/2020,Home,ATL,W,127,105,48,94,0.511,10,28,0.357,21,25,0.84,17,55,25,8,6,17,22,36,84,0.429,13,34,0.382,20,25,0.8,9,38,24,11,,,
1854,CLE,55,21/02/2020,Away,WAS,W,113,108,43,81,0.531,11,27,0.407,16,25,0.64,10,47,19,3,6,21,24,41,106,0.387,9,37,0.243,17,23,0.739,17,47,24,12,,,
1855,CLE,56,22/02/2020,Away,MIA,L,105,124,38,79,0.481,13,36,0.361,16,22,0.727,11,40,29,8,2,24,18,45,79,0.57,19,40,0.475,15,20,0.75,4,29,34,16,,,
1856,CLE,57,24/02/2020,Home,MIA,W,125,119,43,97,0.443,14,37,0.378,25,34,0.735,13,53,25,8,6,12,20,44,96,0.458,16,42,0.381,15,20,0.75,9,49,33,6,,,
1857,CLE,58,26/02/2020,Home,PHI,W,108,94,41,78,0.526,11,24,0.458,15,17,0.882,9,48,24,5,4,18,16,36,89,0.404,13,38,0.342,9,14,0.643,8,31,22,13,,,
1858,CLE,59,28/02/2020,Away,NOP,L,104,116,43,95,0.453,11,31,0.355,7,12,0.583,10,34,27,7,2,14,13,48,88,0.545,9,23,0.391,11,15,0.733,12,49,36,12,,,
1859,CLE,60,29/02/2020,Home,IND,L,104,113,41,85,0.482,5,22,0.227,17,20,0.85,6,36,30,9,3,13,13,47,87,0.54,8,23,0.348,11,14,0.786,8,38,30,10,,,
1860,CLE,61,02/03/2020,Home,UTA,L,113,126,42,91,0.462,17,41,0.415,12,18,0.667,11,36,28,10,1,6,18,47,83,0.566,20,41,0.488,12,14,0.857,8,47,30,3,,,
1861,CLE,62,04/03/2020,Home,BOS,L,106,112,39,89,0.438,13,38,0.342,15,20,0.75,17,50,24,6,2,12,19,40,86,0.465,11,30,0.367,21,26,0.808,13,49,16,10,,,
1862,CLE,63,07/03/2020,Home,DEN,W,104,102,42,76,0.553,12,28,0.429,8,12,0.667,8,39,32,8,2,21,17,43,85,0.506,13,32,0.406,3,8,0.375,9,33,28,15,,,
1863,CLE,64,08/03/2020,Home,SAS,W,132,129,43,94,0.457,13,34,0.382,33,45,0.733,14,60,26,4,4,18,24,43,98,0.439,10,26,0.385,33,36,0.917,6,44,20,15,,,
1864,CLE,65,10/03/2020,Away,CHI,L,103,108,40,80,0.5,6,24,0.25,17,23,0.739,9,35,29,9,5,18,15,42,84,0.5,12,34,0.353,12,15,0.8,14,46,23,8,,,
1865,IND,1,20/10/2021,Away,CHO,L,122,123,42,90,0.467,17,47,0.362,21,24,0.875,8,51,29,2,10,16,24,46,107,0.43,13,31,0.419,18,27,,,,,,,,
1866,IND,2,22/10/2021,Away,WAS,L,134,135,52,97,0.536,15,34,0.441,15,20,0.75,7,42,28,5,6,12,22,49,94,0.521,19,38,0.5,18,19,,,,,,,,
1867,IND,3,23/10/2021,Home,MIA,W,102,91,38,97,0.392,10,39,0.256,16,21,0.762,14,55,18,10,5,16,18,35,91,0.385,9,33,0.273,12,14,,,,,,,,
1868,IND,4,25/10/2021,Home,MIL,L,109,119,40,90,0.444,14,36,0.389,15,17,0.882,12,47,23,6,1,19,24,41,85,0.482,11,32,0.344,26,31,,,,,,,,
1869,IND,5,27/10/2021,Away,TOR,L,100,118,38,79,0.481,10,29,0.345,14,17,0.824,9,40,19,6,7,22,19,46,100,0.46,14,30,0.467,12,19,,,,,,,,
1870,IND,6,29/10/2021,Away,BRK,L,98,105,37,93,0.398,8,29,0.276,16,23,0.696,11,46,20,9,7,14,27,34,76,0.447,6,26,0.231,31,41,,,,,,,,
1871,IND,7,30/10/2021,Home,TOR,L,94,97,35,81,0.432,13,43,0.302,11,16,0.688,8,40,25,8,10,19,17,39,92,0.424,11,32,0.344,8,12,,,,,,,,
1872,IND,8,01/11/2021,Home,SAS,W,131,118,52,91,0.571,18,38,0.474,9,12,0.75,10,39,37,11,4,14,19,47,89,0.528,14,28,0.5,10,14,,,,,,,,
1873,IND,9,03/11/2021,Home,NYK,W,111,98,42,91,0.462,16,41,0.39,11,14,0.786,10,49,26,7,7,11,22,36,87,0.414,5,24,0.208,21,27,,,,,,,,
1874,IND,10,05/11/2021,Away,POR,L,106,110,43,88,0.489,14,42,0.333,6,10,0.6,7,40,28,8,2,11,18,40,82,0.488,17,39,0.436,13,15,,,,,,,,
1875,IND,11,07/11/2021,Away,SAC,W,94,91,37,83,0.446,6,25,0.24,14,18,0.778,13,54,13,8,7,19,24,31,84,0.369,10,34,0.294,19,22,,,,,,,,
1876,IND,12,10/11/2021,Away,DEN,L,98,101,40,84,0.476,11,31,0.355,7,11,0.636,10,48,22,5,11,12,19,36,84,0.429,12,30,0.4,17,20,,,,,,,,
1877,IND,13,11/11/2021,Away,UTA,W,111,100,43,96,0.448,11,31,0.355,14,19,0.737,15,53,19,7,5,10,23,39,83,0.47,9,32,0.281,13,23,,,,,,,,
1878,IND,14,13/11/2021,Home,PHI,W,118,113,47,82,0.573,14,28,0.5,10,15,0.667,7,37,33,7,10,15,21,38,89,0.427,12,23,0.522,25,29,,,,,,,,
1879,IND,15,15/11/2021,Away,NYK,L,84,92,32,86,0.372,8,37,0.216,12,16,0.75,9,44,16,6,6,7,15,37,86,0.43,11,34,0.324,7,10,,,,,,,,
1880,IND,16,17/11/2021,Away,DET,L,89,97,33,79,0.418,9,37,0.243,14,19,0.737,7,43,14,5,5,18,22,34,80,0.425,8,28,0.286,21,28,,,,,,,,
1881,IND,17,19/11/2021,Away,CHO,L,118,121,41,88,0.466,11,36,0.306,25,32,0.781,8,38,19,10,6,10,24,44,81,0.543,12,31,0.387,21,28,,,,,,,,
1882,IND,18,20/11/2021,Home,NOP,W,111,94,42,91,0.462,14,38,0.368,13,18,0.722,8,46,28,11,9,10,16,35,88,0.398,6,18,0.333,18,19,,,,,,,,
1883,IND,19,22/11/2021,Away,CHI,W,109,77,40,90,0.444,13,31,0.419,16,18,0.889,11,59,27,7,12,11,15,31,85,0.365,6,28,0.214,9,15,,,,,,,,
