,Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
550,DEN,49,04/04/2021,Home,ORL,W,119,109,43,88,0.489,9,29,0.31,24,31,0.774,19,54,27,6,5,14,14,42,89,0.472,13,35,0.371,12,17,0.706,10,36,27,11,4,11,26
551,DEN,50,06/04/2021,Home,DET,W,134,119,56,94,0.596,14,31,0.452,8,9,0.889,13,44,36,7,5,10,20,44,81,0.543,15,35,0.429,16,20,0.8,7,30,27,4,2,13,12
552,DEN,51,07/04/2021,Home,SAS,W,106,96,40,91,0.44,8,26,0.308,18,24,0.75,12,53,26,10,6,17,18,38,91,0.418,6,24,0.25,14,21,0.667,11,42,23,11,4,14,19
553,DEN,52,09/04/2021,Home,SAS,W,121,119,43,79,0.544,14,27,0.519,21,23,0.913,9,46,32,5,4,18,22,43,93,0.462,9,27,0.333,24,28,0.857,11,38,33,10,2,9,21
554,DEN,53,11/04/2021,Home,BOS,L,87,105,32,88,0.364,8,34,0.235,15,18,0.833,13,46,23,5,4,9,20,39,87,0.448,7,33,0.212,20,23,0.87,10,52,20,4,7,9,18
555,DEN,54,12/04/2021,Away,GSW,L,107,116,39,83,0.47,8,26,0.308,21,25,0.84,10,41,23,11,2,19,24,39,81,0.481,18,44,0.409,20,22,0.909,4,36,23,11,3,16,22
556,DEN,55,14/04/2021,Home,MIA,W,123,106,48,89,0.539,17,36,0.472,10,13,0.769,11,43,32,5,7,10,19,39,79,0.494,13,32,0.406,15,18,0.833,4,30,29,7,8,8,13
557,DEN,56,16/04/2021,Away,HOU,W,128,99,46,94,0.489,9,31,0.29,27,31,0.871,18,54,22,11,3,9,15,38,86,0.442,11,35,0.314,12,18,0.667,8,35,23,7,3,14,19
558,DEN,57,19/04/2021,Home,MEM,W,139,137,51,102,0.5,15,39,0.385,22,26,0.846,13,58,30,6,6,24,19,51,107,0.477,17,40,0.425,18,24,0.75,10,47,33,15,3,14,24
559,DEN,58,21/04/2021,Away,POR,W,106,105,39,88,0.443,13,39,0.333,15,17,0.882,16,46,24,7,5,13,16,40,87,0.46,12,36,0.333,13,15,0.867,9,41,21,7,2,11,16
560,DEN,59,23/04/2021,Away,GSW,L,97,118,34,88,0.386,13,46,0.283,16,20,0.8,6,36,26,9,7,9,14,45,84,0.536,15,39,0.385,13,18,0.722,7,52,40,8,4,14,15
561,DEN,60,24/04/2021,Home,HOU,W,129,116,50,84,0.595,16,37,0.432,13,16,0.813,1,36,36,8,8,14,22,41,82,0.5,15,40,0.375,19,28,0.679,6,35,27,10,1,15,16
562,DEN,61,26/04/2021,Home,MEM,W,120,96,45,94,0.479,11,33,0.333,19,22,0.864,8,48,25,8,3,11,20,34,81,0.42,4,32,0.125,24,31,0.774,6,45,20,8,6,16,22
563,DEN,62,28/04/2021,Home,NOP,W,114,112,43,85,0.506,10,32,0.313,18,23,0.783,3,38,26,14,8,18,17,43,87,0.494,12,30,0.4,14,19,0.737,6,42,27,13,5,21,24
564,DEN,63,29/04/2021,Home,TOR,W,121,111,44,93,0.473,12,35,0.343,21,26,0.808,14,47,22,6,7,11,16,40,83,0.482,16,32,0.5,15,18,0.833,7,36,27,10,6,15,19
565,DEN,64,01/05/2021,Away,LAC,W,110,104,39,80,0.488,12,32,0.375,20,21,0.952,8,44,26,2,4,10,23,36,83,0.434,14,34,0.412,18,24,0.75,10,39,21,8,3,6,19
566,DEN,65,03/05/2021,Away,LAL,L,89,93,36,82,0.439,6,24,0.25,11,16,0.688,6,41,22,10,7,12,24,32,73,0.438,13,30,0.433,16,23,0.696,7,43,18,5,8,20,20
567,DEN,66,05/05/2021,Home,NYK,W,113,97,37,97,0.381,12,39,0.308,27,33,0.818,17,63,23,13,7,13,24,33,86,0.384,13,35,0.371,18,27,0.667,6,42,18,6,10,15,24
568,DEN,67,07/05/2021,Away,UTA,L,120,127,43,83,0.518,17,38,0.447,17,20,0.85,9,38,31,8,3,17,16,43,89,0.483,21,46,0.457,20,23,0.87,9,38,27,9,3,10,20
569,DEN,68,08/05/2021,Home,BRK,L,119,125,42,92,0.457,14,41,0.341,21,23,0.913,10,33,21,8,1,12,23,41,66,0.621,16,31,0.516,27,33,0.818,2,35,27,10,5,17,24
570,DEN,69,11/05/2021,Away,CHO,W,117,112,41,83,0.494,13,33,0.394,22,26,0.846,10,38,26,12,2,17,19,42,91,0.462,11,39,0.282,17,20,0.85,15,49,30,9,5,17,17
571,DEN,70,13/05/2021,Away,MIN,W,114,103,46,96,0.479,12,36,0.333,10,11,0.909,14,53,30,6,3,12,25,34,80,0.425,16,41,0.39,19,32,0.594,11,43,20,3,5,15,17
572,DEN,71,14/05/2021,Away,DET,W,104,91,42,86,0.488,9,32,0.281,11,14,0.786,9,49,29,6,3,11,17,34,83,0.41,6,37,0.162,17,23,0.739,9,41,21,6,8,9,13
573,DEN,72,16/05/2021,Away,POR,L,116,132,44,98,0.449,14,37,0.378,14,15,0.933,10,36,20,8,2,6,20,46,87,0.529,18,43,0.419,22,26,0.846,11,51,24,3,6,13,16
574,MEM,1,20/10/2021,Home,CLE,W,132,121,53,100,0.53,14,33,0.424,12,12,1,13,53,28,8,8,10,15,47,93,0.505,14,38,0.368,13,18,0.722,7,36,38,6,5,10,17
575,MEM,2,23/10/2021,Away,LAC,W,120,114,42,90,0.467,15,36,0.417,21,25,0.84,13,48,26,5,3,11,19,43,99,0.434,13,39,0.333,15,17,0.882,14,44,23,7,4,7,21
576,MEM,3,24/10/2021,Away,LAL,L,118,121,45,100,0.45,13,35,0.371,15,18,0.833,18,49,25,13,4,17,20,45,84,0.536,16,30,0.533,15,22,0.682,9,36,29,10,12,17,14
577,MEM,4,27/10/2021,Away,POR,L,96,116,35,96,0.365,17,50,0.34,9,19,0.474,21,50,27,9,3,21,25,39,84,0.464,15,36,0.417,23,31,0.742,13,48,22,11,6,13,20
578,MEM,5,28/10/2021,Away,GSW,W,104,101,39,97,0.402,12,48,0.25,14,14,1,10,51,25,17,9,17,14,39,90,0.433,14,40,0.35,9,12,0.75,7,48,29,8,7,22,17
579,MEM,6,30/10/2021,Home,MIA,L,103,129,34,88,0.386,16,50,0.32,19,21,0.905,8,32,26,14,7,14,17,46,88,0.523,21,37,0.568,16,19,0.842,11,50,31,12,2,18,17
580,MEM,7,01/11/2021,Home,DEN,W,106,97,44,97,0.454,13,34,0.382,5,7,0.714,11,55,20,8,4,12,18,39,88,0.443,9,38,0.237,10,15,0.667,6,40,27,8,8,12,10
581,MEM,8,03/11/2021,Home,DEN,W,108,106,42,81,0.519,16,34,0.471,8,14,0.571,3,36,28,9,7,11,16,43,91,0.473,8,27,0.296,12,13,0.923,11,44,24,7,4,11,16
582,MEM,9,05/11/2021,Away,WAS,L,87,115,34,96,0.354,6,31,0.194,13,17,0.765,12,39,19,12,4,9,15,49,84,0.583,10,25,0.4,7,13,0.538,5,53,34,4,6,18,13
583,MEM,10,08/11/2021,Home,MIN,W,125,118,46,92,0.5,11,28,0.393,22,26,0.846,15,51,28,7,8,13,22,41,97,0.423,17,45,0.378,19,23,0.826,15,45,23,7,8,13,27
584,MEM,11,10/11/2021,Home,CHO,L,108,118,45,107,0.421,9,38,0.237,9,15,0.6,20,57,27,14,8,16,18,41,90,0.456,15,36,0.417,21,24,0.875,9,49,32,13,7,17,16
585,MEM,12,12/11/2021,Home,PHO,L,94,119,37,98,0.378,7,33,0.212,13,23,0.565,17,59,19,6,6,15,16,46,94,0.489,18,37,0.486,9,9,1,4,46,28,12,6,12,22
586,MEM,13,13/11/2021,Away,NOP,L,101,112,38,88,0.432,8,24,0.333,17,21,0.81,13,39,21,6,6,9,19,38,79,0.481,14,29,0.483,22,25,0.88,8,37,29,5,6,13,22
587,MEM,14,15/11/2021,Home,HOU,W,136,102,52,96,0.542,16,41,0.39,16,20,0.8,7,49,33,14,8,10,21,36,95,0.379,11,38,0.289,19,26,0.731,14,46,24,6,5,17,16
588,MEM,15,18/11/2021,Home,LAC,W,120,108,52,96,0.542,11,26,0.423,5,6,0.833,12,47,28,8,7,11,17,42,90,0.467,16,39,0.41,8,8,1,7,34,24,6,6,13,15
589,MEM,16,20/11/2021,Away,MIN,L,95,138,29,83,0.349,9,32,0.281,28,35,0.8,10,33,21,7,5,14,24,49,91,0.538,20,41,0.488,20,28,0.714,18,50,28,12,6,13,26
590,MEM,17,22/11/2021,Away,UTA,W,119,118,42,95,0.442,13,35,0.371,22,27,0.815,16,50,24,10,4,7,20,41,87,0.471,17,43,0.395,19,25,0.76,10,46,26,5,10,14,20
591,MEM,18,24/11/2021,Home,TOR,L,113,126,42,82,0.512,9,29,0.31,20,26,0.769,11,40,25,6,3,14,20,47,89,0.528,14,30,0.467,18,21,0.857,11,34,25,8,4,10,20
592,MEM,19,26/11/2021,Home,ATL,L,100,132,37,91,0.407,12,38,0.316,14,19,0.737,10,36,27,8,7,13,19,52,89,0.584,13,27,0.481,15,21,0.714,9,49,33,8,5,12,15
593,MEM,20,28/11/2021,Home,SAC,W,128,101,50,104,0.481,13,39,0.333,15,20,0.75,14,68,30,4,11,9,25,33,97,0.34,9,42,0.214,26,37,0.703,12,49,17,5,8,8,18
594,MEM,21,30/11/2021,Away,TOR,W,98,91,36,93,0.387,10,34,0.294,16,19,0.842,18,54,18,13,10,17,15,36,91,0.396,10,39,0.256,9,12,0.75,11,44,14,7,9,18,21
595,MEM,22,02/12/2021,Home,OKC,W,152,79,60,96,0.625,19,36,0.528,13,18,0.722,14,53,41,16,9,10,15,25,76,0.329,11,38,0.289,18,22,0.818,8,26,14,2,5,19,14
596,MEM,23,04/12/2021,Away,DAL,W,97,90,37,76,0.487,9,26,0.346,14,24,0.583,10,52,20,10,5,22,23,31,92,0.337,15,43,0.349,13,19,0.684,14,42,19,10,1,13,21
597,MEM,24,06/12/2021,Away,MIA,W,105,90,38,89,0.427,13,33,0.394,16,21,0.762,16,47,26,11,6,19,18,35,76,0.461,6,22,0.273,14,17,0.824,7,36,26,11,6,23,19
598,MEM,25,08/12/2021,Home,DAL,L,96,104,36,90,0.4,9,31,0.29,15,25,0.6,12,40,23,14,3,13,23,37,77,0.481,12,33,0.364,18,23,0.783,10,47,24,5,6,18,21
599,MEM,26,09/12/2021,Home,LAL,W,108,95,41,94,0.436,14,42,0.333,12,18,0.667,14,47,28,18,5,11,14,36,78,0.462,12,30,0.4,11,17,0.647,7,45,26,8,6,22,15
600,MEM,27,11/12/2021,Home,HOU,W,113,106,40,80,0.5,11,29,0.379,22,36,0.611,9,38,22,10,3,11,24,38,77,0.494,11,33,0.333,19,29,0.655,12,40,25,5,6,16,25
601,MEM,28,13/12/2021,Home,PHI,W,126,91,47,89,0.528,14,34,0.412,18,23,0.783,11,50,29,12,6,9,20,37,83,0.446,4,22,0.182,13,19,0.684,5,38,22,5,10,15,19
602,MEM,29,15/12/2021,Away,POR,W,113,103,39,82,0.476,11,32,0.344,24,30,0.8,11,53,22,10,5,15,21,31,82,0.378,15,38,0.395,26,28,0.929,5,38,18,9,6,13,21
603,MEM,30,17/12/2021,Away,SAC,W,124,105,45,97,0.464,13,24,0.542,21,27,0.778,12,50,25,11,3,11,21,36,88,0.409,13,35,0.371,20,26,0.769,10,45,21,5,6,18,20
604,MEM,31,19/12/2021,Home,POR,L,100,105,35,91,0.385,9,34,0.265,21,25,0.84,10,33,22,13,5,8,22,35,74,0.473,11,32,0.344,24,28,0.857,9,51,17,4,9,20,18
605,MEM,32,20/12/2021,Home,OKC,L,99,102,39,101,0.386,11,32,0.344,10,13,0.769,17,51,24,9,2,12,21,36,84,0.429,11,38,0.289,19,28,0.679,9,47,24,7,7,14,17
606,MEM,33,23/12/2021,Away,GSW,L,104,113,38,90,0.422,8,26,0.308,20,24,0.833,14,42,18,10,6,13,20,40,82,0.488,19,40,0.475,14,18,0.778,8,39,30,9,9,18,19
607,MEM,34,26/12/2021,Away,SAC,W,127,102,47,100,0.47,9,30,0.3,24,30,0.8,19,53,33,11,6,11,19,34,81,0.42,10,29,0.345,24,27,0.889,9,38,22,7,9,18,23
608,MEM,35,27/12/2021,Away,PHO,W,114,113,45,88,0.511,11,29,0.379,13,17,0.765,15,50,22,10,6,18,23,41,90,0.456,11,31,0.355,20,23,0.87,10,35,25,11,2,11,16
609,MEM,36,29/12/2021,Home,LAL,W,104,99,35,85,0.412,10,30,0.333,24,29,0.828,13,43,18,13,5,12,11,39,86,0.453,15,41,0.366,6,8,0.75,7,39,24,5,5,18,25
610,MEM,37,31/12/2021,Home,SAS,W,118,105,49,102,0.48,10,26,0.385,10,16,0.625,16,58,28,7,11,9,18,39,90,0.433,12,35,0.343,15,24,0.625,11,47,24,3,8,11,15
611,MEM,38,03/01/2022,Away,BRK,W,118,104,48,102,0.471,10,35,0.286,12,21,0.571,23,61,24,11,5,12,21,37,82,0.451,9,31,0.29,21,26,0.808,8,33,28,10,10,12,20
612,MEM,39,04/01/2022,Away,CLE,W,110,106,42,90,0.467,9,27,0.333,17,22,0.773,12,45,21,6,8,9,18,40,92,0.435,10,34,0.294,16,21,0.762,14,49,28,2,6,11,14
613,MEM,40,06/01/2022,Home,DET,W,118,88,48,98,0.49,10,32,0.313,12,19,0.632,18,61,31,8,9,18,18,34,99,0.343,10,44,0.227,10,13,0.769,10,39,23,7,3,11,14
614,MEM,41,08/01/2022,Away,LAC,W,123,108,44,100,0.44,12,38,0.316,23,31,0.742,16,56,26,9,11,9,21,39,96,0.406,10,32,0.313,20,24,0.833,14,49,16,7,6,12,23
615,MEM,42,09/01/2022,Away,LAL,W,127,119,47,86,0.547,11,30,0.367,22,32,0.688,10,47,33,10,10,12,22,45,97,0.464,14,33,0.424,15,19,0.789,14,41,26,6,7,12,25
616,MEM,43,11/01/2022,Home,GSW,W,116,108,44,100,0.44,14,34,0.412,14,18,0.778,11,49,30,11,8,11,18,35,82,0.427,13,36,0.361,25,29,0.862,4,45,25,8,5,16,19
617,MEM,44,13/01/2022,Home,MIN,W,116,108,42,92,0.457,8,32,0.25,24,35,0.686,16,56,22,10,7,13,15,41,96,0.427,15,48,0.313,11,14,0.786,12,46,23,4,8,15,26
618,MEM,45,14/01/2022,Home,DAL,L,85,112,34,89,0.382,7,31,0.226,10,13,0.769,10,41,19,8,6,14,16,47,91,0.516,8,32,0.25,10,16,0.625,8,52,30,8,1,13,19
619,MEM,46,17/01/2022,Home,CHI,W,119,106,47,92,0.511,10,25,0.4,15,20,0.75,10,48,29,14,7,17,13,40,92,0.435,13,31,0.419,13,15,0.867,9,43,24,10,7,18,15
620,MEM,47,19/01/2022,Away,MIL,L,114,126,44,106,0.415,9,40,0.225,17,25,0.68,16,47,26,10,8,9,20,46,97,0.474,13,37,0.351,21,22,0.955,13,56,29,7,6,15,21
621,MEM,48,21/01/2022,Away,DEN,W,122,118,43,82,0.524,11,25,0.44,25,40,0.625,13,48,19,11,10,15,24,43,91,0.473,13,32,0.406,19,23,0.826,10,37,34,6,6,13,25
622,MEM,1,23/12/2020,Home,SAS,L,119,131,49,95,0.516,10,27,0.37,11,18,0.611,5,42,27,6,8,11,20,48,95,0.505,10,25,0.4,25,29,0.862,8,48,28,8,8,10,18
623,MEM,2,26/12/2020,Home,ATL,L,112,122,37,93,0.398,13,43,0.302,25,29,0.862,9,46,20,5,6,10,27,38,89,0.427,13,36,0.361,33,38,0.868,13,54,23,4,5,15,20
624,MEM,3,28/12/2020,Away,BRK,W,116,111,42,98,0.429,10,29,0.345,22,29,0.759,16,56,20,10,4,19,17,41,100,0.41,14,42,0.333,15,17,0.882,13,50,28,13,6,17,20
625,MEM,4,30/12/2020,Away,BOS,L,107,126,40,93,0.43,9,33,0.273,18,25,0.72,14,46,26,8,3,22,13,49,91,0.538,16,39,0.41,12,14,0.857,10,42,27,17,11,16,21
626,MEM,5,01/01/2021,Away,CHO,W,108,93,43,90,0.478,14,39,0.359,8,10,0.8,10,48,34,10,6,15,18,35,86,0.407,9,31,0.29,14,21,0.667,10,42,23,9,4,18,15
627,MEM,6,03/01/2021,Home,LAL,L,94,108,39,95,0.411,9,33,0.273,7,8,0.875,14,50,23,6,3,11,18,41,89,0.461,12,35,0.343,14,19,0.737,12,49,24,9,5,10,15
628,MEM,7,05/01/2021,Home,LAL,L,92,94,36,87,0.414,10,26,0.385,10,13,0.769,5,38,24,14,4,13,14,38,87,0.437,9,31,0.29,9,11,0.818,9,52,24,7,8,17,14
629,MEM,8,07/01/2021,Home,CLE,L,90,94,36,83,0.434,11,31,0.355,7,8,0.875,11,48,27,13,6,18,17,36,79,0.456,13,30,0.433,9,16,0.563,7,37,24,11,3,15,14
630,MEM,9,08/01/2021,Home,BRK,W,115,110,45,98,0.459,13,32,0.406,12,14,0.857,12,46,29,14,6,12,18,38,81,0.469,14,31,0.452,20,21,0.952,4,42,26,6,4,20,13
631,MEM,10,11/01/2021,Away,CLE,W,101,91,40,78,0.513,5,20,0.25,16,21,0.762,7,40,32,10,6,15,17,37,82,0.451,11,26,0.423,6,14,0.429,10,40,20,11,7,17,21
632,MEM,11,13/01/2021,Away,MIN,W,118,107,50,106,0.472,8,25,0.32,10,13,0.769,15,47,33,11,5,7,24,39,90,0.433,9,37,0.243,20,24,0.833,11,48,27,3,6,12,18
633,MEM,12,16/01/2021,Home,PHI,W,106,104,43,99,0.434,8,29,0.276,12,18,0.667,11,43,27,15,3,11,25,37,84,0.44,7,25,0.28,23,32,0.719,15,53,23,5,11,22,17
634,MEM,13,18/01/2021,Home,PHO,W,108,104,41,83,0.494,11,26,0.423,15,20,0.75,9,40,31,13,3,15,15,40,88,0.455,15,36,0.417,9,16,0.563,12,44,30,8,4,18,20
635,MEM,14,30/01/2021,Away,SAS,W,129,112,51,91,0.56,17,35,0.486,10,15,0.667,10,45,34,7,7,14,23,39,83,0.47,13,29,0.448,21,26,0.808,8,38,25,7,5,13,16
636,MEM,15,01/02/2021,Away,SAS,W,133,102,52,93,0.559,15,30,0.5,14,18,0.778,10,53,37,11,11,9,16,37,89,0.416,13,37,0.351,15,22,0.682,10,42,28,8,7,14,13
637,MEM,16,02/02/2021,Away,IND,L,116,134,42,93,0.452,9,25,0.36,23,24,0.958,10,36,27,11,7,16,22,49,82,0.598,16,29,0.552,20,29,0.69,9,42,30,8,8,18,19
638,MEM,17,04/02/2021,Home,HOU,L,103,115,37,87,0.425,12,35,0.343,17,24,0.708,11,43,28,10,6,13,15,41,87,0.471,19,45,0.422,14,17,0.824,8,44,26,8,3,14,19
639,MEM,18,06/02/2021,Away,NOP,L,109,118,40,90,0.444,13,39,0.333,16,19,0.842,11,45,27,5,5,9,17,45,87,0.517,15,33,0.455,13,21,0.619,8,42,27,3,9,7,15
640,MEM,19,08/02/2021,Home,TOR,L,113,128,37,87,0.425,13,39,0.333,26,29,0.897,19,42,27,7,4,15,18,42,77,0.545,20,37,0.541,24,26,0.923,7,37,28,11,2,14,24
641,MEM,20,10/02/2021,Home,CHO,W,130,114,47,94,0.5,23,49,0.469,13,18,0.722,19,46,34,10,2,16,18,45,82,0.549,14,29,0.483,10,12,0.833,8,35,23,11,4,18,14
642,MEM,21,12/02/2021,Away,LAL,L,105,115,39,80,0.488,12,29,0.414,15,19,0.789,6,33,31,9,2,17,25,43,85,0.506,6,30,0.2,23,33,0.697,13,47,26,9,4,18,16
643,MEM,22,14/02/2021,Away,SAC,W,124,110,50,94,0.532,9,21,0.429,15,19,0.789,9,43,31,10,2,10,20,41,82,0.5,8,33,0.242,20,26,0.769,5,33,22,8,5,16,19
644,MEM,23,16/02/2021,Home,NOP,L,113,144,42,88,0.477,13,31,0.419,16,18,0.889,9,32,23,10,0,19,18,56,91,0.615,19,38,0.5,13,17,0.765,11,47,33,14,4,19,19
645,MEM,24,17/02/2021,Home,OKC,W,122,113,42,83,0.506,12,26,0.462,26,33,0.788,7,44,31,14,4,12,18,35,78,0.449,19,41,0.463,24,28,0.857,6,39,25,5,3,18,25
646,MEM,25,19/02/2021,Home,DET,W,109,95,42,90,0.467,5,20,0.25,20,23,0.87,13,49,20,12,4,11,13,36,86,0.419,14,45,0.311,9,13,0.692,13,45,27,8,7,21,22
647,MEM,26,20/02/2021,Home,PHO,L,97,128,36,93,0.387,5,33,0.152,20,23,0.87,17,49,19,5,4,12,12,46,86,0.535,24,46,0.522,12,13,0.923,5,41,35,5,7,10,14
648,MEM,27,22/02/2021,Away,DAL,L,92,102,37,94,0.394,6,31,0.194,12,19,0.632,13,51,17,7,1,13,23,35,80,0.438,15,41,0.366,17,26,0.654,5,49,17,6,4,16,18
649,MEM,28,25/02/2021,Home,LAC,W,122,94,50,92,0.543,11,19,0.579,11,16,0.688,7,48,27,7,1,6,17,34,84,0.405,12,34,0.353,14,16,0.875,8,41,19,4,4,14,15
650,MEM,29,26/02/2021,Home,LAC,L,99,119,39,97,0.402,9,28,0.321,12,16,0.75,8,37,24,10,4,9,14,44,80,0.55,14,35,0.4,17,18,0.944,4,47,34,6,8,17,19
651,MEM,30,28/02/2021,Away,HOU,W,133,84,50,94,0.532,10,30,0.333,23,28,0.821,11,56,27,16,3,18,31,23,83,0.277,4,45,0.089,34,41,0.829,12,38,10,7,6,23,24
652,MEM,31,02/03/2021,Away,WAS,W,125,111,47,95,0.495,13,29,0.448,18,23,0.783,9,44,26,15,1,11,21,41,81,0.506,11,31,0.355,18,25,0.72,4,37,29,8,3,22,20
653,MEM,32,04/03/2021,Home,MIL,L,111,112,40,101,0.396,8,34,0.235,23,24,0.958,17,56,21,13,8,12,20,42,95,0.442,10,34,0.294,18,22,0.818,13,52,21,11,5,16,19
654,MEM,33,10/03/2021,Home,WAS,W,127,112,50,99,0.505,8,23,0.348,19,29,0.655,14,60,31,4,6,15,26,38,95,0.4,11,36,0.306,25,27,0.926,6,39,23,9,6,9,26
655,MEM,34,12/03/2021,Home,DEN,L,102,103,40,87,0.46,14,28,0.5,8,8,1,8,45,27,6,5,16,15,41,92,0.446,13,37,0.351,8,11,0.727,9,45,27,10,5,9,10
656,MEM,35,14/03/2021,Away,OKC,L,122,128,47,92,0.511,7,22,0.318,21,29,0.724,11,32,27,13,3,7,21,42,73,0.575,16,31,0.516,28,34,0.824,8,46,26,7,4,24,20
657,MEM,36,15/03/2021,Away,PHO,L,99,122,38,87,0.437,5,23,0.217,18,26,0.692,10,39,15,11,0,10,17,47,83,0.566,12,30,0.4,16,18,0.889,5,42,28,7,5,14,19
658,MEM,37,17/03/2021,Home,MIA,W,89,85,30,85,0.353,10,42,0.238,19,25,0.76,8,50,22,5,4,9,17,32,89,0.36,8,34,0.235,13,18,0.722,8,51,17,4,2,10,21
659,MEM,38,19/03/2021,Home,GSW,L,103,116,39,84,0.464,8,26,0.308,17,21,0.81,9,46,24,10,6,20,17,44,91,0.484,15,41,0.366,13,18,0.722,8,43,31,13,6,13,16
660,MEM,39,20/03/2021,Home,GSW,W,111,103,37,95,0.389,10,32,0.313,27,31,0.871,13,60,25,8,5,12,22,31,90,0.344,13,41,0.317,28,34,0.824,7,46,23,8,7,11,25
661,MEM,40,22/03/2021,Home,BOS,W,132,126,55,110,0.5,12,35,0.343,10,15,0.667,17,54,38,8,6,10,20,47,90,0.522,17,35,0.486,15,24,0.625,5,43,31,3,6,12,18
662,MEM,41,24/03/2021,Away,OKC,W,116,107,47,99,0.475,11,30,0.367,11,13,0.846,14,56,19,12,10,17,10,43,95,0.453,10,35,0.286,11,17,0.647,9,44,26,13,8,14,10
663,MEM,42,26/03/2021,Away,UTA,L,114,117,44,97,0.454,12,30,0.4,14,18,0.778,12,48,27,3,2,6,14,45,98,0.459,12,33,0.364,15,18,0.833,14,51,25,5,4,7,15
664,MEM,43,27/03/2021,Away,UTA,L,110,126,39,97,0.402,9,33,0.273,23,30,0.767,16,47,24,16,2,14,14,46,92,0.5,19,45,0.422,15,20,0.75,13,52,22,8,8,21,22
665,MEM,44,29/03/2021,Away,HOU,W,120,110,46,85,0.541,11,31,0.355,17,24,0.708,7,47,31,8,4,16,18,40,94,0.426,11,42,0.262,19,22,0.864,10,42,28,9,5,12,18
666,MEM,45,31/03/2021,Home,UTA,L,107,111,42,90,0.467,5,18,0.278,18,23,0.783,11,46,23,10,4,11,20,38,89,0.427,16,49,0.327,19,25,0.76,11,46,20,10,5,14,21
667,MEM,46,02/04/2021,Home,MIN,W,120,108,42,95,0.442,19,39,0.487,17,25,0.68,14,53,26,8,4,10,20,38,85,0.447,12,33,0.364,20,23,0.87,5,39,21,6,6,11,20
668,MEM,47,04/04/2021,Away,PHI,W,116,100,44,89,0.494,16,38,0.421,12,15,0.8,10,49,30,6,10,12,23,37,89,0.416,8,34,0.235,18,28,0.643,16,50,23,4,6,10,19
669,MEM,48,06/04/2021,Away,MIA,W,124,112,46,84,0.548,17,41,0.415,15,20,0.75,9,42,30,11,2,13,13,44,82,0.537,13,33,0.394,11,18,0.611,7,35,34,9,4,12,16
670,MEM,49,07/04/2021,Away,ATL,W,131,113,48,89,0.539,17,40,0.425,18,21,0.857,11,54,30,5,5,14,17,45,101,0.446,10,28,0.357,13,15,0.867,11,42,26,5,3,7,19
671,MEM,50,09/04/2021,Away,NYK,L,129,133,47,94,0.5,14,30,0.467,21,34,0.618,10,43,33,7,6,14,27,45,96,0.469,14,32,0.438,29,33,0.879,11,48,24,7,7,12,25
672,MEM,51,11/04/2021,Home,IND,L,125,132,53,115,0.461,6,20,0.3,13,19,0.684,24,50,27,11,6,6,12,52,99,0.525,13,37,0.351,15,17,0.882,15,53,35,5,10,12,16
673,MEM,52,12/04/2021,Home,CHI,W,101,90,40,85,0.471,9,28,0.321,12,14,0.857,10,51,27,7,7,20,20,36,86,0.419,5,31,0.161,13,17,0.765,8,40,23,8,3,17,16
674,MEM,53,14/04/2021,Home,DAL,L,113,114,42,90,0.467,13,34,0.382,16,21,0.762,11,45,27,7,3,7,18,44,88,0.5,13,40,0.325,13,17,0.765,8,45,25,4,3,11,17
675,MEM,54,16/04/2021,Away,CHI,W,126,115,45,86,0.523,17,40,0.425,19,24,0.792,6,42,33,9,4,5,17,45,96,0.469,13,34,0.382,12,15,0.8,13,46,34,3,1,11,20
676,MEM,55,17/04/2021,Away,MIL,W,128,115,51,93,0.548,15,40,0.375,11,12,0.917,7,43,31,10,3,10,18,39,91,0.429,16,47,0.34,21,27,0.778,13,45,27,7,1,16,8
677,MEM,56,19/04/2021,Away,DEN,L,137,139,51,107,0.477,17,40,0.425,18,24,0.75,10,47,33,15,3,14,24,51,102,0.5,15,39,0.385,22,26,0.846,13,58,30,6,6,24,19
678,MEM,57,21/04/2021,Away,LAC,L,105,117,38,84,0.452,13,30,0.433,16,23,0.696,11,42,19,6,8,13,29,38,84,0.452,14,27,0.519,27,36,0.75,10,43,28,4,5,12,17
679,MEM,58,23/04/2021,Away,POR,W,130,128,52,98,0.531,9,30,0.3,17,22,0.773,8,39,33,7,5,8,21,46,96,0.479,14,35,0.4,22,27,0.815,14,50,28,6,3,11,20
680,MEM,59,25/04/2021,Away,POR,W,120,113,42,91,0.462,12,23,0.522,24,28,0.857,8,54,22,9,7,15,22,39,105,0.371,14,38,0.368,21,25,0.84,15,53,21,11,6,11,22
681,MEM,60,26/04/2021,Away,DEN,L,96,120,34,81,0.42,4,32,0.125,24,31,0.774,6,45,20,8,6,16,22,45,94,0.479,11,33,0.333,19,22,0.864,8,48,25,8,3,11,20
