Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
MIL,30,2021-12-15,Home,IND,W,114,99,44,90,.489,14,29,.483,12,15,.800,10,38,25,10,3,8,11,39,83,.470,11,38,.289,10,11,.909,11,45,24,6,6,18,16
MIL,31,2021-12-17,Away,NOP,L,112,116,45,104,.433,14,47,.298,8,10,.800,12,44,16,12,5,13,19,42,89,.472,13,37,.351,19,30,.633,13,57,34,10,3,20,13
MIL,32,2021-12-18,Home,CLE,L,90,119,35,89,.393,12,38,.316,8,11,.727,13,44,18,8,4,17,15,45,90,.500,16,45,.356,13,14,.929,9,46,36,11,3,13,13
MIL,33,2021-12-22,Home,HOU,W,126,106,45,103,.437,17,46,.370,19,21,.905,14,48,25,8,2,5,24,36,86,.419,13,45,.289,21,31,.677,13,52,23,0,7,15,21
MIL,34,2021-12-23,Away,DAL,W,102,95,37,82,.451,10,36,.278,18,22,.818,6,47,26,7,5,12,16,35,86,.407,12,45,.267,13,17,.765,8,43,25,6,2,11,21
MIL,35,2021-12-25,Home,BOS,W,117,113,43,91,.473,12,33,.364,19,27,.704,15,48,24,7,6,13,20,38,89,.427,17,45,.378,20,24,.833,11,44,24,9,8,14,23
MIL,36,2021-12-28,Away,ORL,W,127,110,47,85,.553,17,37,.459,16,22,.727,7,40,31,4,3,12,20,38,83,.458,12,39,.308,22,26,.846,7,37,24,7,4,13,25
MIL,37,2021-12-30,Away,ORL,W,136,118,45,91,.495,13,33,.394,33,36,.917,14,50,24,7,6,13,19,42,87,.483,13,36,.361,21,27,.778,6,33,26,5,1,10,26
MIL,38,2022-01-01,Home,NOP,W,136,113,49,92,.533,23,48,.479,15,18,.833,4,48,27,10,4,13,20,39,95,.411,16,51,.314,19,30,.633,14,50,28,10,5,15,16
MIL,39,2022-01-03,Home,DET,L,106,115,39,92,.424,11,46,.239,17,22,.773,11,47,21,9,2,8,12,44,91,.484,18,43,.419,9,14,.643,9,47,31,6,1,13,21
MIL,40,2022-01-05,Home,TOR,L,111,117,38,85,.447,17,39,.436,18,26,.692,9,45,22,10,8,17,18,42,89,.472,16,36,.444,17,25,.680,10,44,24,8,4,14,20
MIL,41,2022-01-07,Away,BRK,W,121,109,44,96,.458,16,45,.356,17,21,.810,13,45,21,6,3,10,20,42,92,.457,6,27,.222,19,20,.950,14,49,23,8,5,10,16
MIL,42,2022-01-08,Away,CHO,L,106,114,35,90,.389,12,37,.324,24,26,.923,14,53,21,6,4,15,20,44,99,.444,16,48,.333,10,17,.588,13,49,29,10,3,10,25
MIL,43,2022-01-10,Away,CHO,L,99,103,37,84,.440,13,43,.302,12,16,.750,7,48,25,7,2,20,17,38,96,.396,13,44,.295,14,16,.875,13,48,23,12,3,14,16
MIL,44,2022-01-13,Home,GSW,W,118,99,44,86,.512,18,41,.439,12,18,.667,5,54,29,10,7,16,16,33,95,.347,16,48,.333,17,24,.708,12,49,20,9,2,15,15
MIL,45,2022-01-15,Home,TOR,L,96,103,26,77,.338,12,39,.308,32,35,.914,9,41,19,8,8,13,23,40,91,.440,12,35,.343,11,20,.550,16,50,25,7,8,14,25
MIL,46,2022-01-17,Away,ATL,L,114,121,39,88,.443,16,38,.421,20,24,.833,9,42,21,8,4,13,28,38,86,.442,15,36,.417,30,32,.938,10,46,25,7,8,13,18
MIL,47,2022-01-19,Home,MEM,W,126,114,46,97,.474,13,37,.351,21,22,.955,13,56,29,7,6,15,21,44,106,.415,9,40,.225,17,25,.680,16,47,26,10,8,9,20
MIL,48,2022-01-21,Home,CHI,W,94,90,34,88,.386,6,31,.194,20,28,.714,11,53,20,3,3,8,17,31,85,.365,7,38,.184,21,24,.875,6,49,21,4,4,8,21
MIL,49,2022-01-22,Home,SAC,W,133,127,45,91,.495,21,42,.500,22,25,.880,9,43,19,12,0,7,14,51,97,.526,15,37,.405,10,16,.625,13,48,29,4,2,14,20
MIL,50,2022-01-26,Away,CLE,L,99,115,37,80,.463,9,32,.281,16,18,.889,10,41,22,7,3,19,19,41,87,.471,19,42,.452,14,17,.824,12,41,27,11,3,12,19
MIL,51,2022-01-28,Home,NYK,W,123,108,41,89,.461,14,43,.326,27,31,.871,11,47,27,11,1,12,24,39,84,.464,14,40,.350,16,28,.571,11,45,21,6,4,14,23
MIL,52,2022-01-30,Home,DEN,L,100,136,37,78,.474,10,30,.333,16,22,.727,7,33,23,5,3,15,10,53,88,.602,23,43,.535,7,10,.700,6,40,39,8,3,8,15
Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
MIA,1,2021-10-21,Home,MIL,W,137,95,51,96,.531,15,35,.429,20,31,.645,11,58,28,8,2,11,26,32,84,.381,12,42,.286,19,29,.655,5,38,19,6,0,15,26
MIA,2,2021-10-23,Away,IND,L,91,102,35,91,.385,9,33,.273,12,14,.857,10,55,18,4,2,22,25,38,97,.392,10,39,.256,16,21,.762,14,55,18,10,5,16,18
MIA,3,2021-10-25,Home,ORL,W,107,90,41,87,.471,6,27,.222,19,19,1.000,9,42,28,10,2,10,19,33,81,.407,12,44,.273,12,19,.632,6,39,21,7,6,16,22
MIA,4,2021-10-27,Away,BRK,W,106,93,38,96,.396,8,29,.276,22,26,.846,17,62,21,6,2,14,19,33,85,.388,14,43,.326,13,14,.929,4,42,21,7,7,15,24
MIA,5,2021-10-29,Home,CHO,W,114,99,43,91,.473,9,35,.257,19,19,1.000,16,60,23,6,3,17,20,35,90,.389,13,37,.351,16,22,.727,11,37,21,8,6,11,17
MIA,6,2021-10-30,Away,MEM,W,129,103,46,88,.523,21,37,.568,16,19,.842,11,50,31,12,2,18,17,34,88,.386,16,50,.320,19,21,.905,8,32,26,14,7,14,17
MIA,7,2021-11-02,Away,DAL,W,125,110,43,83,.518,13,25,.520,26,30,.867,9,45,25,6,5,6,25,37,84,.440,14,42,.333,22,31,.710,11,41,17,1,3,9,21
MIA,8,2021-11-04,Home,BOS,L,78,95,28,81,.346,9,41,.220,13,19,.684,13,45,18,8,0,18,19,31,78,.397,16,41,.390,17,20,.850,11,46,16,7,4,16,16
MIA,9,2021-11-06,Home,UTA,W,118,115,47,78,.603,11,21,.524,13,17,.765,7,36,30,3,1,14,18,43,83,.518,15,45,.333,14,19,.737,7,31,26,10,3,6,19
MIA,10,2021-11-08,Away,DEN,L,96,113,31,78,.397,13,36,.361,21,25,.840,6,37,22,3,3,13,20,42,91,.462,12,41,.293,17,24,.708,12,49,28,7,5,9,23
MIA,11,2021-11-10,Away,LAL,L,117,120,40,96,.417,10,37,.270,27,35,.771,11,47,26,14,2,14,25,46,92,.500,18,38,.474,10,16,.625,9,50,26,5,6,22,27
MIA,12,2021-11-11,Away,LAC,L,109,112,43,97,.443,9,41,.220,14,17,.824,18,50,18,9,4,15,21,43,91,.473,11,37,.297,15,17,.882,9,42,20,9,9,12,14
MIA,13,2021-11-13,Away,UTA,W,111,105,42,85,.494,13,33,.394,14,16,.875,13,48,23,6,3,19,25,35,85,.412,17,53,.321,18,25,.720,12,38,23,13,2,16,19
MIA,14,2021-11-15,Away,OKC,W,103,90,37,82,.451,18,40,.450,11,13,.846,8,45,22,11,5,17,13,34,83,.410,15,41,.366,7,10,.700,9,42,26,6,10,20,15
MIA,15,2021-11-17,Home,NOP,W,113,98,42,87,.483,15,40,.375,14,17,.824,10,39,29,6,2,10,25,33,75,.440,10,35,.286,22,28,.786,10,38,18,6,3,16,21
MIA,16,2021-11-18,Home,WAS,W,112,97,41,82,.500,10,26,.385,20,24,.833,7,41,27,10,1,6,13,38,77,.494,15,36,.417,6,10,.600,5,37,25,4,3,17,19
MIA,17,2021-11-20,Away,WAS,L,100,103,38,81,.469,7,27,.259,17,20,.850,10,37,21,7,3,12,26,36,74,.486,11,30,.367,20,23,.870,9,35,22,6,2,19,19
MIA,18,2021-11-23,Away,DET,W,100,92,35,76,.461,9,29,.310,21,29,.724,12,51,22,9,3,16,19,35,84,.417,10,38,.263,12,14,.857,9,35,22,7,1,14,23
MIA,19,2021-11-24,Away,MIN,L,101,113,33,74,.446,15,42,.357,20,29,.690,4,40,25,6,2,21,25,38,93,.409,18,55,.327,19,21,.905,15,52,24,10,7,16,26
MIA,20,2021-11-27,Away,CHI,W,107,104,37,86,.430,14,40,.350,19,22,.864,9,36,23,13,1,10,19,38,81,.469,11,39,.282,17,21,.810,10,47,22,6,4,22,20
MIA,21,2021-11-29,Home,DEN,L,111,120,43,91,.473,15,44,.341,10,15,.667,12,39,32,2,1,9,18,43,74,.581,18,35,.514,16,21,.762,5,35,32,2,1,13,18
MIA,22,2021-12-01,Home,CLE,L,85,111,32,85,.376,12,37,.324,9,13,.692,9,28,21,8,4,11,17,37,68,.544,16,31,.516,21,23,.913,6,46,27,8,14,20,15
MIA,23,2021-12-03,Away,IND,W,113,104,43,81,.531,16,34,.471,11,13,.846,9,38,24,5,6,13,22,35,80,.438,9,36,.250,25,33,.758,12,39,20,7,3,12,19
MIA,24,2021-12-04,Away,MIL,L,102,124,34,84,.405,17,43,.395,17,24,.708,9,39,29,6,5,14,17,44,98,.449,18,50,.360,18,20,.900,19,57,32,3,6,14,22
MIA,25,2021-12-06,Home,MEM,L,90,105,35,76,.461,6,22,.273,14,17,.824,7,36,26,11,6,23,19,38,89,.427,13,33,.394,16,21,.762,16,47,26,11,6,19,18
MIA,26,2021-12-08,Home,MIL,W,113,104,40,77,.519,22,47,.468,11,12,.917,6,42,32,6,6,20,23,36,85,.424,12,39,.308,20,27,.741,12,41,18,11,4,18,20
MIA,27,2021-12-11,Home,CHI,W,118,92,46,93,.495,19,43,.442,7,9,.778,12,50,37,8,6,8,21,31,83,.373,17,40,.425,13,20,.650,7,34,22,5,3,14,15
MIA,28,2021-12-13,Away,CLE,L,94,105,38,85,.447,13,40,.325,5,9,.556,11,39,26,4,4,14,15,36,81,.444,16,36,.444,17,18,.944,8,42,24,6,1,12,16
MIA,29,2021-12-15,Away,PHI,W,101,96,35,78,.449,18,44,.409,13,17,.765,9,44,25,5,3,16,18,35,79,.443,12,37,.324,14,17,.824,4,35,26,9,5,11,19
MIA,30,2021-12-17,Away,ORL,W,115,105,41,82,.500,19,35,.543,14,19,.737,14,46,25,5,5,15,14,43,89,.483,11,32,.344,8,10,.800,9,36,23,10,5,11,19
MIA,31,2021-12-19,Away,DET,L,90,100,28,74,.378,13,43,.302,21,33,.636,8,39,23,4,3,13,27,35,75,.467,8,32,.250,22,30,.733,6,47,24,4,2,13,28
MIA,32,2021-12-21,Home,IND,W,125,96,47,95,.495,22,49,.449,9,11,.818,15,53,30,5,5,11,21,31,87,.356,11,31,.355,23,28,.821,11,42,22,6,3,11,13
MIA,33,2021-12-23,Home,DET,W,115,112,43,88,.489,12,32,.375,17,19,.895,6,43,23,4,0,13,25,36,80,.450,18,40,.450,22,25,.880,6,43,23,9,5,16,25
MIA,34,2021-12-26,Home,ORL,W,93,83,36,89,.404,10,34,.294,11,18,.611,20,51,28,7,1,13,19,31,72,.431,10,32,.313,11,17,.647,8,43,17,6,4,18,19
MIA,35,2021-12-28,Home,WAS,W,119,112,41,92,.446,16,34,.471,21,23,.913,14,42,26,14,5,7,13,42,85,.494,17,42,.405,11,14,.786,13,47,27,5,3,18,20
MIA,36,2021-12-31,Away,HOU,W,120,110,40,86,.465,14,33,.424,26,31,.839,11,43,21,7,6,14,16,41,93,.441,14,42,.333,14,17,.824,15,46,21,9,4,18,27
MIA,37,2022-01-02,Away,SAC,L,113,115,46,105,.438,9,33,.273,12,12,1.000,18,49,26,4,3,9,18,40,78,.513,13,34,.382,22,27,.815,7,39,31,3,2,16,18
MIA,38,2022-01-03,Away,GSW,L,108,115,37,90,.411,17,42,.405,17,19,.895,11,49,24,5,2,18,13,45,92,.489,14,38,.368,11,13,.846,7,43,39,11,6,12,17
MIA,39,2022-01-05,Away,POR,W,115,109,37,82,.451,19,41,.463,22,29,.759,14,50,29,3,3,11,21,33,78,.423,15,38,.395,28,36,.778,8,36,18,8,4,5,23
MIA,40,2022-01-08,Away,PHO,W,123,100,44,88,.500,22,44,.500,13,15,.867,11,49,33,9,1,14,18,30,79,.380,14,34,.412,26,29,.897,6,35,24,10,1,15,14
MIA,41,2022-01-12,Away,ATL,W,115,91,43,90,.478,16,45,.356,13,14,.929,10,54,28,7,4,14,20,31,82,.378,13,45,.289,16,23,.696,6,37,20,8,3,14,15
MIA,42,2022-01-14,Home,ATL,W,124,118,41,77,.532,14,30,.467,28,30,.933,9,37,30,6,5,15,27,38,79,.481,16,38,.421,26,30,.867,9,34,26,6,6,15,27
MIA,43,2022-01-15,Home,PHI,L,98,109,33,86,.384,9,35,.257,23,30,.767,12,43,24,10,4,10,18,40,79,.506,13,32,.406,16,21,.762,6,43,24,5,5,15,22
MIA,44,2022-01-17,Home,TOR,W,104,99,38,83,.458,9,24,.375,19,22,.864,13,49,20,11,8,12,18,37,90,.411,13,36,.361,12,17,.706,15,45,24,9,5,11,21
MIA,45,2022-01-19,Home,POR,W,104,92,37,80,.463,12,35,.343,18,25,.720,9,43,24,12,6,14,15,33,81,.407,14,46,.304,12,16,.750,10,43,19,7,6,16,22
MIA,46,2022-01-21,Away,ATL,L,108,110,41,85,.482,15,40,.375,11,12,.917,11,33,30,8,1,15,22,38,68,.559,14,33,.424,20,24,.833,6,36,26,3,1,16,17
MIA,47,2022-01-23,Home,LAL,W,113,107,40,81,.494,15,33,.455,18,20,.900,6,39,31,9,3,15,31,36,79,.456,11,40,.275,24,30,.800,7,38,20,7,1,17,20
MIA,48,2022-01-26,Home,NYK,W,110,96,37,74,.500,16,37,.432,20,22,.909,7,38,30,8,3,17,23,35,83,.422,15,44,.341,11,17,.647,15,44,24,8,4,17,23
MIA,49,2022-01-28,Home,LAC,W,121,114,40,85,.471,15,34,.441,26,27,.963,12,51,28,6,3,18,23,41,92,.446,9,35,.257,23,32,.719,9,37,22,7,3,13,21
MIA,50,2022-01-29,Home,TOR,L,120,124,45,110,.409,16,50,.320,14,20,.700,19,61,26,12,6,23,26,47,107,.439,16,45,.356,14,18,.778,12,53,24,15,9,16,22
MIA,51,2022-01-31,Away,BOS,L,92,122,34,87,.391,17,44,.386,7,10,.700,10,38,25,6,2,18,22,44,84,.524,16,42,.381,18,27,.667,9,44,24,9,6,10,15
Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
TOR,1,2021-10-20,Home,WAS,L,83,98,30,97,.309,7,34,.206,16,22,.727,19,54,14,10,4,19,21,36,81,.444,5,27,.185,21,26,.808,7,51,20,14,8,21,17
TOR,2,2021-10-22,Away,BOS,W,115,83,42,100,.420,10,35,.286,21,21,1.000,21,60,22,16,2,11,13,32,82,.390,11,34,.324,8,11,.727,10,42,19,6,12,25,19
TOR,3,2021-10-23,Home,DAL,L,95,103,34,85,.400,11,37,.297,16,23,.696,11,49,17,7,6,12,23,38,91,.418,14,42,.333,13,18,.722,13,50,24,6,6,9,22
TOR,4,2021-10-25,Home,CHI,L,108,111,40,83,.482,12,30,.400,16,20,.800,13,47,27,8,1,19,18,39,81,.481,12,27,.444,21,22,.955,5,29,24,11,3,13,16
TOR,5,2021-10-27,Home,IND,W,118,100,46,100,.460,14,30,.467,12,19,.632,16,41,22,18,6,10,20,38,79,.481,10,29,.345,14,17,.824,9,40,19,6,7,22,19
TOR,6,2021-10-29,Home,ORL,W,110,109,43,86,.500,9,30,.300,15,22,.682,9,40,18,11,2,7,18,41,87,.471,16,34,.471,11,16,.688,12,46,24,1,5,17,24
TOR,7,2021-10-30,Away,IND,W,97,94,39,92,.424,11,32,.344,8,12,.667,12,48,18,8,4,15,17,35,81,.432,13,43,.302,11,16,.688,8,40,25,8,10,19,17
TOR,8,2021-11-01,Away,NYK,W,113,104,43,99,.434,14,42,.333,13,14,.929,13,48,24,12,4,8,20,35,76,.461,16,38,.421,18,24,.750,7,41,20,3,4,16,13
TOR,9,2021-11-03,Away,WAS,W,109,100,41,88,.466,10,25,.400,17,20,.850,10,42,17,10,3,10,23,34,78,.436,8,32,.250,24,30,.800,10,44,19,6,7,13,15
TOR,10,2021-11-05,Home,CLE,L,101,102,42,99,.424,12,27,.444,5,9,.556,19,45,20,10,8,9,19,38,83,.458,10,30,.333,16,19,.842,11,39,22,4,3,17,13
TOR,11,2021-11-07,Home,BRK,L,103,116,41,87,.471,7,30,.233,14,18,.778,8,35,23,10,6,8,16,41,80,.513,17,38,.447,17,20,.850,12,48,29,3,0,15,15
TOR,12,2021-11-10,Away,BOS,L,88,104,33,77,.429,6,25,.240,16,19,.842,6,41,20,8,8,18,17,42,94,.447,10,29,.345,10,15,.667,12,44,21,10,5,15,13
TOR,13,2021-11-11,Away,PHI,W,115,109,42,96,.438,14,33,.424,17,17,1.000,16,47,25,10,7,11,18,40,88,.455,11,34,.324,18,19,.947,9,39,29,8,8,12,16
TOR,14,2021-11-13,Home,DET,L,121,127,44,87,.506,13,34,.382,20,31,.645,15,39,21,9,1,13,25,43,79,.544,15,35,.429,26,30,.867,9,34,34,5,6,13,23
TOR,15,2021-11-15,Away,POR,L,113,118,41,89,.461,15,33,.455,16,18,.889,12,39,20,7,2,11,17,46,82,.561,16,36,.444,10,14,.714,7,39,25,6,7,12,15
