Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
NOP,43,2022-01-15,Away,BRK,L,105,120,40,87,.460,9,31,.290,16,24,.667,12,35,27,9,3,11,18,46,84,.548,12,27,.444,16,17,.941,9,44,30,5,5,14,21
NOP,44,2022-01-17,Away,BOS,L,92,104,36,87,.414,9,30,.300,11,18,.611,8,41,23,10,4,11,15,38,80,.475,10,32,.313,18,20,.900,5,47,22,6,4,14,18
NOP,45,2022-01-20,Away,NYK,W,102,91,38,76,.500,11,28,.393,15,22,.682,3,35,27,10,2,12,26,29,77,.377,9,38,.237,24,36,.667,14,48,21,6,5,15,21
NOP,46,2022-01-24,Home,IND,W,117,113,41,88,.466,6,30,.200,29,31,.935,12,45,23,7,4,11,22,38,87,.437,19,46,.413,18,25,.720,10,41,26,5,7,15,28
NOP,47,2022-01-25,Away,PHI,L,107,117,40,83,.482,9,22,.409,18,26,.692,11,39,26,5,7,8,25,39,84,.464,10,31,.323,29,31,.935,14,44,26,4,8,10,22
NOP,48,2022-01-28,Home,DEN,L,105,116,35,90,.389,5,34,.147,30,33,.909,14,43,23,14,4,13,19,41,82,.500,12,33,.364,22,25,.880,9,43,29,9,4,21,22
NOP,49,2022-01-29,Home,BOS,L,97,107,36,82,.439,8,32,.250,17,23,.739,9,40,22,8,0,13,14,43,81,.531,14,41,.341,7,11,.636,6,43,31,6,7,14,19
NOP,50,2022-01-31,Away,CLE,L,90,93,33,85,.388,6,30,.200,18,21,.857,16,51,26,6,8,13,18,36,84,.429,9,31,.290,12,14,.857,7,37,26,6,9,9,19
Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
DET,1,2021-10-20,Home,CHI,L,88,94,36,90,.400,6,28,.214,10,13,.769,11,47,17,7,5,16,16,37,86,.430,7,23,.304,13,15,.867,9,48,18,8,5,17,19
DET,2,2021-10-23,Away,CHI,L,82,97,34,88,.386,5,28,.179,9,15,.600,11,53,14,9,8,20,17,35,84,.417,11,26,.423,16,19,.842,3,42,24,13,11,12,17
DET,3,2021-10-25,Away,ATL,L,104,122,40,91,.440,9,33,.273,15,18,.833,11,36,26,7,6,14,15,46,90,.511,12,32,.375,18,21,.857,10,49,24,11,3,13,19
DET,4,2021-10-28,Away,PHI,L,102,110,35,86,.407,13,39,.333,19,27,.704,10,37,22,11,4,12,22,38,76,.500,12,27,.444,22,24,.917,6,46,22,7,9,20,23
DET,5,2021-10-30,Home,ORL,W,110,103,36,89,.404,14,43,.326,24,30,.800,17,48,26,12,6,13,18,38,87,.437,16,32,.500,11,15,.733,12,46,21,5,6,17,21
DET,6,2021-10-31,Away,BRK,L,91,117,32,79,.405,12,33,.364,15,22,.682,7,29,21,12,3,15,18,47,72,.653,13,25,.520,10,16,.625,2,41,30,7,2,19,19
DET,7,2021-11-02,Home,MIL,L,89,117,30,93,.323,8,47,.170,21,30,.700,14,43,21,5,5,14,22,42,84,.500,17,37,.459,16,21,.762,9,52,28,7,8,15,23
DET,8,2021-11-04,Home,PHI,L,98,109,35,87,.402,11,36,.306,17,19,.895,12,41,21,6,2,11,18,41,83,.494,12,32,.375,15,22,.682,15,49,22,8,3,12,17
DET,9,2021-11-05,Home,BRK,L,90,96,33,87,.379,11,34,.324,13,18,.722,7,44,17,11,6,13,22,36,80,.450,11,27,.407,13,14,.929,4,45,25,3,4,16,21
DET,10,2021-11-10,Away,HOU,W,112,104,42,97,.433,16,48,.333,12,18,.667,16,49,23,6,6,14,26,35,82,.427,12,34,.353,22,34,.647,8,42,17,5,5,13,20
DET,11,2021-11-12,Away,CLE,L,78,98,29,79,.367,9,30,.300,11,13,.846,10,43,18,12,5,23,13,39,82,.476,14,41,.341,6,9,.667,8,40,27,12,6,19,11
DET,12,2021-11-13,Away,TOR,W,127,121,43,79,.544,15,35,.429,26,30,.867,9,34,34,5,6,13,23,44,87,.506,13,34,.382,20,31,.645,15,39,21,9,1,13,25
DET,13,2021-11-15,Home,SAC,L,107,129,39,96,.406,13,47,.277,16,17,.941,16,47,23,7,2,17,10,52,98,.531,16,33,.485,9,11,.818,11,47,32,11,5,13,17
DET,14,2021-11-17,Home,IND,W,97,89,34,80,.425,8,28,.286,21,28,.750,8,42,16,13,5,12,20,33,79,.418,9,37,.243,14,19,.737,7,43,14,5,5,18,22
DET,15,2021-11-19,Home,GSW,L,102,105,32,80,.400,14,42,.333,24,30,.800,11,35,21,11,7,12,22,38,80,.475,12,30,.400,17,21,.810,14,48,22,8,4,18,23
DET,16,2021-11-21,Home,LAL,L,116,121,43,97,.443,14,40,.350,16,21,.762,8,39,27,7,6,11,24,45,92,.489,10,31,.323,21,27,.778,12,51,29,7,8,13,21
DET,17,2021-11-23,Home,MIA,L,92,100,35,84,.417,10,38,.263,12,14,.857,9,35,22,7,1,14,23,35,76,.461,9,29,.310,21,29,.724,12,51,22,9,3,16,19
DET,18,2021-11-24,Away,MIL,L,93,114,34,95,.358,11,45,.244,14,19,.737,9,44,16,7,1,8,18,42,87,.483,15,36,.417,15,17,.882,10,56,23,5,6,15,18
DET,19,2021-11-26,Away,LAC,L,96,107,33,90,.367,8,33,.242,22,26,.846,13,52,17,8,4,15,19,39,91,.429,11,38,.289,18,19,.947,11,54,26,9,4,14,27
DET,20,2021-11-28,Away,LAL,L,106,110,38,89,.427,13,33,.394,17,19,.895,12,53,29,5,4,17,20,43,86,.500,9,32,.281,15,25,.600,6,42,32,11,8,12,18
DET,21,2021-11-30,Away,POR,L,92,110,29,76,.382,9,35,.257,25,30,.833,7,45,17,4,7,18,20,41,96,.427,14,42,.333,14,18,.778,10,43,24,8,5,10,22
DET,22,2021-12-02,Away,PHO,L,103,114,36,80,.450,11,27,.407,20,26,.769,7,36,20,6,6,12,22,43,79,.544,12,21,.571,16,23,.696,6,44,23,8,3,14,20
DET,23,2021-12-06,Home,OKC,L,103,114,41,99,.414,16,41,.390,5,6,.833,16,52,21,8,7,16,26,41,82,.500,9,25,.360,23,30,.767,6,40,22,10,11,11,13
DET,24,2021-12-08,Home,WAS,L,116,119,37,79,.468,13,24,.542,29,35,.829,7,37,22,9,4,15,26,42,88,.477,12,32,.375,23,28,.821,13,45,27,6,8,17,21
DET,25,2021-12-10,Away,NOP,L,93,109,35,90,.389,12,37,.324,11,12,.917,7,38,22,7,6,12,15,41,95,.432,13,37,.351,14,16,.875,15,60,29,6,4,14,16
DET,26,2021-12-12,Home,BRK,L,104,116,39,92,.424,14,37,.378,12,18,.667,8,40,24,11,5,19,22,41,87,.471,11,28,.393,23,25,.920,8,43,28,8,6,17,20
DET,27,2021-12-16,Away,IND,L,113,122,40,81,.494,7,25,.280,26,30,.867,6,37,20,6,4,12,23,45,91,.495,7,32,.219,25,28,.893,8,41,26,6,7,8,21
DET,28,2021-12-18,Home,HOU,L,107,116,43,93,.462,10,36,.278,11,16,.688,15,42,29,8,6,20,24,46,93,.495,14,38,.368,10,17,.588,13,47,27,15,5,19,18
DET,29,2021-12-19,Home,MIA,W,100,90,35,75,.467,8,32,.250,22,30,.733,6,47,24,4,2,13,28,28,74,.378,13,43,.302,21,33,.636,8,39,23,4,3,13,27
DET,30,2021-12-21,Away,NYK,L,91,105,34,94,.362,8,33,.242,15,19,.789,10,48,22,9,4,12,18,40,90,.444,11,33,.333,14,19,.737,13,52,22,5,7,12,19
DET,31,2021-12-23,Away,MIA,L,112,115,36,80,.450,18,40,.450,22,25,.880,6,43,23,9,5,16,25,43,88,.489,12,32,.375,17,19,.895,6,43,23,4,0,13,25
DET,32,2021-12-26,Away,SAS,L,109,144,38,98,.388,8,32,.250,25,34,.735,14,42,16,10,5,14,30,51,91,.560,13,27,.481,29,37,.784,9,52,39,6,5,18,28
DET,33,2021-12-29,Home,NYK,L,85,94,30,81,.370,12,35,.343,13,17,.765,8,43,19,11,5,17,23,31,81,.383,8,31,.258,24,27,.889,11,48,19,11,5,16,14
DET,34,2022-01-01,Home,SAS,W,117,116,41,101,.406,9,35,.257,26,33,.788,22,63,18,12,6,20,23,42,102,.412,12,40,.300,20,28,.714,13,48,30,8,3,16,27
DET,35,2022-01-03,Away,MIL,W,115,106,44,91,.484,18,43,.419,9,14,.643,9,47,31,6,1,13,21,39,92,.424,11,46,.239,17,22,.773,11,47,21,9,2,8,12
DET,36,2022-01-05,Away,CHO,L,111,140,43,92,.467,14,42,.333,11,20,.550,9,36,26,12,3,13,21,48,81,.593,24,42,.571,20,29,.690,8,49,39,6,3,17,21
DET,37,2022-01-06,Away,MEM,L,88,118,34,99,.343,10,44,.227,10,13,.769,10,39,23,7,3,11,14,48,98,.490,10,32,.313,12,19,.632,18,61,31,8,9,18,18
DET,38,2022-01-08,Home,ORL,W,97,92,38,87,.437,10,33,.303,11,16,.688,7,49,23,7,6,12,21,29,86,.337,14,46,.304,20,23,.870,8,44,25,6,9,12,20
DET,39,2022-01-10,Home,UTA,W,126,116,48,93,.516,19,37,.514,11,12,.917,9,39,30,9,7,11,20,44,86,.512,11,33,.333,17,22,.773,10,40,23,9,4,16,16
DET,40,2022-01-11,Away,CHI,L,87,133,30,89,.337,6,35,.171,21,27,.778,15,41,17,9,7,18,20,50,92,.543,18,34,.529,15,19,.789,14,61,33,13,4,17,23
DET,41,2022-01-14,Home,TOR,W,103,87,38,81,.469,8,27,.296,19,23,.826,9,43,22,7,6,8,25,28,87,.322,11,38,.289,20,26,.769,16,46,18,5,4,11,24
DET,42,2022-01-16,Home,PHO,L,108,135,38,82,.463,9,25,.360,23,34,.676,5,32,25,6,2,9,20,51,87,.586,11,27,.407,22,30,.733,11,51,30,4,7,14,26
DET,43,2022-01-18,Away,GSW,L,86,102,30,85,.353,9,34,.265,17,24,.708,11,50,18,4,5,16,23,34,83,.410,14,42,.333,20,27,.741,13,54,26,12,3,13,25
DET,44,2022-01-19,Away,SAC,W,133,131,46,91,.505,15,36,.417,26,30,.867,13,41,27,3,6,8,26,44,84,.524,12,27,.444,31,44,.705,8,35,22,4,8,7,17
DET,45,2022-01-21,Away,UTA,L,101,111,38,87,.437,13,32,.406,12,16,.750,9,40,22,6,4,10,24,36,79,.456,10,31,.323,29,34,.853,7,44,22,3,7,10,21
DET,46,2022-01-23,Away,DEN,L,111,117,42,75,.560,11,29,.379,16,19,.842,4,34,28,4,5,22,29,44,85,.518,12,35,.343,17,23,.739,8,34,29,8,1,11,22
DET,47,2022-01-25,Home,DEN,L,105,110,41,97,.423,12,36,.333,11,14,.786,9,36,25,14,5,9,25,36,84,.429,11,32,.344,27,31,.871,16,56,25,7,1,25,17
DET,48,2022-01-28,Away,ORL,L,103,119,32,87,.368,10,29,.345,29,37,.784,14,41,23,10,9,10,24,41,83,.494,12,25,.480,25,26,.962,8,47,28,5,7,15,22
DET,49,2022-01-30,Home,CLE,W,115,105,42,91,.462,10,26,.385,21,25,.840,16,48,26,7,4,9,21,38,82,.463,13,34,.382,16,25,.640,12,41,25,6,6,11,20
Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
WAS,1,2021-10-20,Away,TOR,W,98,83,36,81,.444,5,27,.185,21,26,.808,7,51,20,14,8,21,17,30,97,.309,7,34,.206,16,22,.727,19,54,14,10,4,19,21
WAS,2,2021-10-22,Home,IND,W,135,134,49,94,.521,19,38,.500,18,19,.947,6,38,24,5,6,9,21,52,97,.536,15,34,.441,15,20,.750,7,42,28,5,6,12,22
WAS,3,2021-10-25,Away,BRK,L,90,104,33,95,.347,9,39,.231,15,20,.750,10,53,16,5,5,12,17,40,94,.426,10,35,.286,14,17,.824,7,54,23,6,4,9,19
WAS,4,2021-10-27,Away,BOS,W,116,107,43,84,.512,9,25,.360,21,29,.724,11,47,18,8,7,15,20,37,85,.435,10,29,.345,23,28,.821,10,37,18,9,5,13,21
WAS,5,2021-10-28,Home,ATL,W,122,111,46,99,.465,13,34,.382,17,21,.810,14,51,26,6,4,6,16,48,88,.545,6,21,.286,9,14,.643,6,43,26,4,3,13,16
WAS,6,2021-10-30,Home,BOS,W,115,112,38,104,.365,10,36,.278,29,36,.806,12,62,19,6,7,13,22,44,107,.411,2,26,.077,22,25,.880,8,54,23,8,10,11,32
WAS,7,2021-11-01,Away,ATL,L,111,118,41,86,.477,13,39,.333,16,16,1.000,7,36,27,7,4,12,24,38,83,.458,13,34,.382,29,29,1.000,13,47,24,9,5,11,17
WAS,8,2021-11-03,Home,TOR,L,100,109,34,78,.436,8,32,.250,24,30,.800,10,44,19,6,7,13,15,41,88,.466,10,25,.400,17,20,.850,10,42,17,10,3,10,23
WAS,9,2021-11-05,Home,MEM,W,115,87,49,84,.583,10,25,.400,7,13,.538,5,53,34,4,6,18,13,34,96,.354,6,31,.194,13,17,.765,12,39,19,12,4,9,15
WAS,10,2021-11-07,Home,MIL,W,101,94,41,81,.506,11,27,.407,8,13,.615,4,42,24,8,8,19,16,37,94,.394,10,36,.278,10,18,.556,16,49,17,14,3,12,10
WAS,11,2021-11-10,Away,CLE,W,97,94,35,84,.417,10,28,.357,17,17,1.000,12,49,25,9,2,12,20,35,76,.461,9,31,.290,15,21,.714,6,40,21,7,4,14,18
WAS,12,2021-11-13,Away,ORL,W,104,92,42,84,.500,12,35,.343,8,10,.800,7,48,29,6,7,15,17,31,92,.337,13,40,.325,17,20,.850,14,44,21,7,5,13,15
WAS,13,2021-11-15,Home,NOP,W,105,100,39,84,.464,10,28,.357,17,25,.680,6,42,23,9,4,5,22,30,74,.405,11,21,.524,29,34,.853,7,45,20,2,3,12,25
WAS,14,2021-11-17,Away,CHO,L,87,97,33,90,.367,8,42,.190,13,16,.813,11,48,23,7,5,10,12,42,96,.438,10,32,.313,3,6,.500,16,59,30,6,8,11,16
WAS,15,2021-11-18,Away,MIA,L,97,112,38,77,.494,15,36,.417,6,10,.600,5,37,25,4,3,17,19,41,82,.500,10,26,.385,20,24,.833,7,41,27,10,1,6,13
WAS,16,2021-11-20,Home,MIA,W,103,100,36,74,.486,11,30,.367,20,23,.870,9,35,22,6,2,19,19,38,81,.469,7,27,.259,17,20,.850,10,37,21,7,3,12,26
WAS,17,2021-11-22,Home,CHO,L,103,109,36,94,.383,9,37,.243,22,27,.815,20,65,23,6,6,18,20,40,91,.440,15,31,.484,14,24,.583,6,36,21,11,4,10,22
WAS,18,2021-11-24,Away,NOP,L,102,127,36,84,.429,7,31,.226,23,36,.639,13,45,23,5,3,19,23,44,96,.458,12,29,.414,27,32,.844,12,52,33,13,2,10,26
WAS,19,2021-11-26,Away,OKC,W,101,99,38,79,.481,10,29,.345,15,15,1.000,5,43,17,2,12,15,15,38,94,.404,11,33,.333,12,14,.857,10,41,23,7,4,9,15
WAS,20,2021-11-27,Away,DAL,W,120,114,45,78,.577,9,24,.375,21,26,.808,7,43,28,4,4,14,18,42,89,.472,14,38,.368,16,22,.727,9,35,23,7,4,7,21
WAS,21,2021-11-29,Away,SAS,L,99,116,41,92,.446,9,31,.290,8,13,.615,12,40,26,5,3,6,15,49,92,.533,8,18,.444,10,16,.625,15,51,28,4,6,10,15
WAS,22,2021-12-01,Home,MIN,W,115,107,45,91,.495,10,32,.313,15,21,.714,14,52,34,6,7,13,23,37,88,.420,11,37,.297,22,26,.846,12,39,15,3,6,12,23
WAS,23,2021-12-03,Home,CLE,L,101,116,38,82,.463,10,31,.323,15,19,.789,3,33,21,5,4,8,22,42,89,.472,13,30,.433,19,25,.760,15,54,30,2,5,14,19
WAS,24,2021-12-05,Away,TOR,L,90,102,30,73,.411,8,25,.320,22,29,.759,6,43,20,4,5,10,22,38,85,.447,8,23,.348,18,24,.750,10,47,22,3,1,8,24
WAS,25,2021-12-06,Away,IND,L,110,116,43,81,.531,7,15,.467,17,21,.810,9,30,25,11,2,12,19,43,82,.524,9,23,.391,21,22,.955,13,40,25,10,10,15,20
WAS,26,2021-12-08,Away,DET,W,119,116,42,88,.477,12,32,.375,23,28,.821,13,45,27,6,8,17,21,37,79,.468,13,24,.542,29,35,.829,7,37,22,9,4,15,26
WAS,27,2021-12-11,Home,UTA,L,98,123,41,89,.461,8,25,.320,8,14,.571,9,39,17,3,3,12,15,48,93,.516,13,39,.333,14,17,.824,12,49,28,5,5,8,14
WAS,28,2021-12-13,Away,DEN,L,107,113,41,90,.456,12,34,.353,13,21,.619,6,41,25,7,5,10,26,37,79,.468,10,32,.313,29,33,.879,4,49,26,8,2,13,19
WAS,29,2021-12-15,Away,SAC,L,105,119,42,89,.472,5,24,.208,16,21,.762,7,39,20,8,3,10,22,45,82,.549,8,26,.308,21,29,.724,6,39,25,7,6,11,21
WAS,30,2021-12-16,Away,PHO,L,98,118,40,82,.488,6,21,.286,12,19,.632,6,32,22,11,3,16,21,42,79,.532,9,29,.310,25,26,.962,9,47,25,9,2,19,23
WAS,31,2021-12-18,Away,UTA,W,109,103,42,94,.447,9,31,.290,16,20,.800,11,47,27,7,4,9,23,35,81,.432,14,44,.318,19,30,.633,8,46,17,5,6,15,23
WAS,32,2021-12-23,Away,NYK,W,124,117,42,75,.560,16,37,.432,24,32,.750,5,38,30,4,6,11,18,42,93,.452,13,42,.310,20,23,.870,14,44,17,2,1,7,21
WAS,33,2021-12-26,Home,PHI,L,96,117,35,90,.389,8,33,.242,18,28,.643,14,43,22,6,1,8,18,43,86,.500,12,31,.387,19,22,.864,10,50,25,6,8,12,23
WAS,34,2021-12-28,Away,MIA,L,112,119,42,85,.494,17,42,.405,11,14,.786,13,47,27,5,3,18,20,41,92,.446,16,34,.471,21,23,.913,14,42,26,14,5,7,13
WAS,35,2021-12-30,Home,CLE,W,110,93,45,90,.500,9,29,.310,11,17,.647,10,47,27,7,8,7,19,35,83,.422,8,28,.286,15,23,.652,8,44,20,4,3,12,17
WAS,36,2022-01-01,Home,CHI,L,119,120,46,87,.529,6,27,.222,21,26,.808,6,43,26,9,3,11,22,41,84,.488,17,34,.500,21,25,.840,6,44,17,4,4,15,24
WAS,37,2022-01-03,Home,CHO,W,124,121,40,87,.460,16,38,.421,28,31,.903,10,51,26,5,4,15,12,50,104,.481,14,38,.368,7,13,.538,13,45,28,14,5,8,22
WAS,38,2022-01-05,Home,HOU,L,111,114,40,91,.440,10,39,.256,21,26,.808,9,41,18,9,6,15,27,40,85,.471,9,26,.346,25,32,.781,10,48,15,10,2,20,24
WAS,39,2022-01-07,Away,CHI,L,122,130,45,88,.511,7,24,.292,25,26,.962,10,41,28,8,5,15,15,48,91,.527,15,33,.455,19,21,.905,10,41,34,11,3,15,21
WAS,40,2022-01-09,Away,ORL,W,102,100,36,88,.409,11,29,.379,19,24,.792,12,54,23,1,6,12,21,38,95,.400,9,28,.321,15,16,.938,9,42,18,9,6,7,21
WAS,41,2022-01-11,Home,OKC,W,122,118,47,87,.540,11,33,.333,17,23,.739,7,42,29,3,7,8,15,47,98,.480,11,39,.282,13,15,.867,9,41,23,5,1,5,20
WAS,42,2022-01-12,Home,ORL,W,112,106,43,82,.524,10,31,.323,16,21,.762,6,42,26,6,4,10,14,41,99,.414,11,35,.314,13,16,.813,18,49,31,6,6,9,16
WAS,43,2022-01-15,Home,POR,L,110,115,39,90,.433,12,37,.324,20,23,.870,10,43,20,4,3,20,26,39,85,.459,13,39,.333,24,35,.686,8,39,19,13,2,12,25
WAS,44,2022-01-17,Home,PHI,W,117,98,42,87,.483,9,30,.300,24,32,.750,9,49,25,7,6,12,18,35,86,.407,7,26,.269,21,25,.840,10,42,19,9,3,12,26
WAS,45,2022-01-19,Home,BRK,L,118,119,41,86,.477,10,29,.345,26,32,.813,13,40,23,6,8,12,19,47,89,.528,8,25,.320,17,20,.850,7,36,23,5,4,12,25
WAS,46,2022-01-21,Home,TOR,L,105,109,43,85,.506,11,33,.333,8,10,.800,11,45,29,3,3,17,16,42,90,.467,11,30,.367,14,17,.824,11,40,20,10,4,8,15
WAS,47,2022-01-23,Home,BOS,L,87,116,33,93,.355,8,34,.235,13,16,.813,9,44,20,8,6,6,14,40,90,.444,19,39,.487,17,21,.810,11,57,26,5,3,13,16
WAS,48,2022-01-25,Home,LAC,L,115,116,37,80,.463,9,27,.333,32,40,.800,10,52,25,4,7,18,24,39,94,.415,11,29,.379,27,31,.871,12,48,28,9,5,11,29
WAS,49,2022-01-29,Away,MEM,L,95,115,35,84,.417,10,29,.345,15,21,.714,7,37,27,6,5,12,12,46,100,.460,13,31,.419,10,12,.833,21,60,24,8,10,9,21
Team,Game,Date,HC,Opponent,WINorLOSE,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoalsPCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OREB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_FG_PCT,OPP_FG3,OPP_FG3A,OPP_FG3_PCT,OPP_FT,OPP_FTA,OPP_FT_PCT,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF
MIL,1,2021-10-19,Home,BRK,W,127,104,48,105,.457,17,45,.378,14,18,.778,13,54,25,8,9,7,19,37,84,.440,17,32,.531,13,23,.565,5,44,19,3,9,12,17
MIL,2,2021-10-21,Away,MIA,L,95,137,32,84,.381,12,42,.286,19,29,.655,5,38,19,6,0,15,26,51,96,.531,15,35,.429,20,31,.645,11,58,28,8,2,11,26
MIL,3,2021-10-23,Away,SAS,W,121,111,44,83,.530,15,35,.429,18,22,.818,7,44,21,6,5,20,15,48,99,.485,10,39,.256,5,6,.833,10,38,29,10,4,12,18
MIL,4,2021-10-25,Away,IND,W,119,109,41,85,.482,11,32,.344,26,31,.839,7,42,24,13,6,13,19,40,90,.444,14,36,.389,15,17,.882,12,47,23,6,1,19,24
MIL,5,2021-10-27,Home,MIN,L,108,113,39,95,.411,14,51,.275,16,21,.762,13,43,22,10,3,8,18,43,91,.473,13,45,.289,14,17,.824,10,49,29,5,4,17,20
MIL,6,2021-10-30,Home,SAS,L,93,102,36,89,.404,10,39,.256,11,16,.688,9,52,20,6,2,19,18,39,95,.411,7,31,.226,17,24,.708,8,49,28,12,3,9,13
MIL,7,2021-10-31,Home,UTA,L,95,107,39,96,.406,12,41,.293,5,6,.833,13,44,16,7,3,9,22,35,75,.467,12,37,.324,25,27,.926,7,44,13,6,10,12,10
MIL,8,2021-11-02,Away,DET,W,117,89,42,84,.500,17,37,.459,16,21,.762,9,52,28,7,8,15,23,30,93,.323,8,47,.170,21,30,.700,14,43,21,5,5,14,22
MIL,9,2021-11-05,Home,NYK,L,98,113,33,82,.402,16,43,.372,16,21,.762,7,37,19,5,5,15,20,41,96,.427,10,40,.250,21,26,.808,20,59,16,12,4,14,17
MIL,10,2021-11-07,Away,WAS,L,94,101,37,94,.394,10,36,.278,10,18,.556,16,49,17,14,3,12,10,41,81,.506,11,27,.407,8,13,.615,4,42,24,8,8,19,16
MIL,11,2021-11-09,Away,PHI,W,118,109,44,95,.463,15,39,.385,15,21,.714,12,52,21,5,6,8,10,42,103,.408,14,43,.326,11,12,.917,13,46,21,7,7,7,20
MIL,12,2021-11-10,Away,NYK,W,112,100,40,90,.444,26,50,.520,6,9,.667,13,50,29,4,4,14,17,36,83,.434,16,37,.432,12,17,.706,7,38,19,9,10,10,17
MIL,13,2021-11-12,Away,BOS,L,113,122,44,98,.449,16,47,.340,9,11,.818,12,39,23,7,3,11,19,47,96,.490,12,41,.293,16,18,.889,16,53,22,5,7,16,12
MIL,14,2021-11-14,Away,ATL,L,100,120,38,84,.452,14,41,.341,10,16,.625,4,30,24,8,3,11,17,47,97,.485,15,35,.429,11,13,.846,15,51,21,6,1,12,19
MIL,15,2021-11-17,Home,LAL,W,109,102,40,87,.460,12,37,.324,17,24,.708,9,52,22,9,4,15,10,40,96,.417,12,43,.279,10,12,.833,11,48,24,8,4,13,19
MIL,16,2021-11-19,Home,OKC,W,96,89,31,83,.373,12,41,.293,22,26,.846,6,53,21,9,5,12,18,32,91,.352,12,48,.250,13,21,.619,11,53,17,6,4,12,22
MIL,17,2021-11-20,Home,ORL,W,117,108,37,82,.451,19,40,.475,24,37,.649,11,60,25,6,5,14,18,39,98,.398,19,51,.373,11,14,.786,6,39,26,5,3,10,24
MIL,18,2021-11-22,Home,ORL,W,123,92,44,94,.468,18,45,.400,17,24,.708,13,55,28,10,7,12,22,34,93,.366,11,41,.268,13,18,.722,15,47,16,6,4,15,17
MIL,19,2021-11-24,Home,DET,W,114,93,42,87,.483,15,36,.417,15,17,.882,10,56,23,5,6,15,18,34,95,.358,11,45,.244,14,19,.737,9,44,16,7,1,8,18
MIL,20,2021-11-26,Away,DEN,W,120,109,46,73,.630,16,33,.485,12,20,.600,5,44,24,3,7,19,14,40,92,.435,17,47,.362,12,14,.857,9,31,24,9,2,8,19
MIL,21,2021-11-28,Away,IND,W,118,100,46,90,.511,8,35,.229,18,22,.818,13,52,27,7,3,13,14,38,92,.413,12,45,.267,12,16,.750,12,45,21,6,2,13,21
MIL,22,2021-12-01,Home,CHO,W,127,125,46,94,.489,14,36,.389,21,26,.808,9,45,29,10,1,13,20,43,87,.494,21,51,.412,18,21,.857,3,36,30,8,9,16,21
MIL,23,2021-12-02,Away,TOR,L,93,97,32,85,.376,11,31,.355,18,25,.720,16,47,16,4,4,13,12,37,88,.420,14,40,.350,9,14,.643,15,47,23,10,7,13,24
MIL,24,2021-12-04,Home,MIA,W,124,102,44,98,.449,18,50,.360,18,20,.900,19,57,32,3,6,14,22,34,84,.405,17,43,.395,17,24,.708,9,39,29,6,5,14,17
MIL,25,2021-12-06,Home,CLE,W,112,104,40,86,.465,13,32,.406,19,24,.792,8,53,21,7,5,16,20,35,90,.389,15,46,.326,19,20,.950,7,39,27,8,4,9,17
MIL,26,2021-12-08,Away,MIA,L,104,113,36,85,.424,12,39,.308,20,27,.741,12,41,18,11,4,18,20,40,77,.519,22,47,.468,11,12,.917,6,42,32,6,6,20,23
MIL,27,2021-12-10,Away,HOU,W,123,114,42,83,.506,15,39,.385,24,32,.750,13,48,19,11,8,15,21,42,89,.472,19,46,.413,11,20,.550,12,40,30,9,4,16,28
MIL,28,2021-12-12,Away,NYK,W,112,97,42,88,.477,14,41,.341,14,17,.824,12,46,27,11,1,15,12,35,82,.427,17,49,.347,10,13,.769,8,37,27,12,2,16,16
MIL,29,2021-12-13,Away,BOS,L,103,117,40,90,.444,11,36,.306,12,15,.800,11,45,22,8,3,13,14,43,86,.500,20,47,.426,11,13,.846,7,40,31,6,5,11,15
